Stall Name,Cuisine,Cuisine 1,Cuisine 2,Cuisine 3,Shop Type,Address,Google Address,Average Review,Number of Reviews
Starbucks (Millenia Walk),"['American', 'European', 'Western']",,,,Cafe,#01-K7/K11/K12/K13 Millenia Walk Raffles Boulevard 039596,,,
Ming Yen Restaurant,['Chinese'],,,,Kiosk or Stall,Stall 55/56/57 Lau Pa Sat Festival Market Raffles Quay 048582,,,
Sweet Tooth (Republic Polytechnic),"['American', 'Western']",,,,Confectionery or Bakery,"W6, level 1 Republic Polytechnic Woodlands Avenue 9 738964",,,
KFC (Waterway Point),"['Halal', 'Western']",,,,Fast Food Place,#B2-08 Waterway Point Punggol Central 828761,,,
Queensway Lau Tan Tutu Kueh (Queensway),"['Local', 'Singaporean', 'Snacks']",,,,Kiosk or Stall,#02-47 Queensway Shopping Centre Queensway 149053,,,
Haakon Superfoods & Juice (One Raffles Place),"['Drinks', 'Western']",,,,Cafe,#01-11/12 One Raffles Place Raffles Place 048616,,,
Leong Sang Hong Kong Pastries (Chinatown),"['Asian', 'Cantonese', 'Chinese']",,,,Cafe,  Sago Street 059017,,,
Rocky Master (Delfi Orchard),"['Asian', 'Fusion', 'Western']",,,,Cafe,#01-02/03 Delfi Orchard Orchard Road 238876,,,
Rebel,"['Snacks', 'Western']",,,,Kiosk or Stall,#01-08 111 Somerset Somerset Road 238164,,,
Fika Swedish Cafe & Bistro (Beach Road),"['European', 'Halal', 'Swedish', 'Western']",,,,Cafe,  Beach Road 199539,,,
Carl's Jr. (Funan Mall),"['American', 'Western']",,,,Fast Food Place,#B1-32 Funan Mall North Bridge Road 179105,,,
Kopi & Tarts (The Centrepoint),"['Desserts', 'Snacks']",,,,Cafe,#01-58 The Centerpoint Orchard Road 238843,,,
Saint Leaven (Takashimaya Shopping Centre),[None],,,,Confectionery or Bakery,#B2-00 Takashimaya Shopping Centre Orchard Road 238872,,,
Golden Laddle,"['Barbecue', 'Seafood', 'Western']",,,,Restaurant, Hong Heng Garden Sembawang Road 779084,,,
4Fingers Crispy Chicken (Orchard Gateway),"['Asian', 'Fusion', 'Halal']",,,,Restaurant,#01-04/05 Orchard Gateway Orchard Road 238858,,,
Sideways,"['Beer', 'Drinks', 'Mediterranean']",,,,Restaurant,  Rowell Road 208033,,,
Forest,['Chinese'],,,,Restaurant,Lobby Equarius Hotel Sentosa Gateway 098133,,,
Kith Cafe (Isetan),"['Drinks', 'Western']",,,,Cafe,Level 2  Orchard Road 238868,,,
Erich Imbiss & Backstube,"['European', 'German', 'Western']",,,,Cafe,  Sago Street 059029,,,
Wang Cafe (St Andrew’s Community Hospital),"['Asian', 'Local', 'Singaporean']",,,,Cafe, Saint Andrew's Community Hospital Simei Street 3 529895,,,
Enak Enak Hongkong Tea House,"['Asian', 'Chinese', 'Halal', 'Thai', 'Western']",,,,Coffee Shop,  Bedok Road 469524,,,
4Fingers Crispy Chicken (Plaza Singapura),"['Asian', 'Fusion', 'Halal']",,,,Restaurant,#B1-07 Plaza Singapura Orchard Road 238839,,,
Honeymoon Dessert (Bugis Junction),"['Asian', 'Chinese', 'Desserts', 'Hong Kong']",,,,Cafe,#01-70 Bugis Junction Victoria Street 188021,,,
Mi Jin Restaurant,"['Asian', 'Korean']",,,,Restaurant,  Circular Road 049391,,,
Yu Tang Clan (Guoco Tower),['Chinese'],,,,Kiosk or Stall,#B2-01 Guoco Tower Wallich Street 078884,,,
L.K Maju Restaurant,"['Asian', 'Indian', 'Malaysian', 'South Indian', 'Thai']",,,,Restaurant,  Rowell Road 207999,,,
Starbucks Reserve (Our Tampines Hub),"['American', 'European', 'Western']",,,,Cafe,#01-104 Our Tampines Hub Tampines Walk 528523,,,
Yoshinoya (Our Tampines Hub),['Japanese'],,,,Fast Food Place,#B1-K1/K2/K22 Our Tampines Hub Tampines Walk 528523,,,
Local Delights,['Nonya / Peranakan'],,,,Kiosk or Stall,#01-1871 Broadway Coffeeshop Yishun Ring Road 760414,,,
Ding's Hainanese Boneless Chicken Rice,[None],,,,Kiosk or Stall,#01-32 Seah Im Food Centre Seah Im Road 099114,,,
Tuk Tuk Mookata,"['Barbecue', 'Chinese', 'Steamboat']",,,,Cafe,Stall No.5 Food Village Canberra Walk 750115,,,
Bonchon (Compass One),['Korean'],,,,Restaurant,#01-14/15 Compass One Sengkang Square 545078,,,
Pizza Hut (Wisteria Mall),"['American', 'Desserts', 'Halal', 'Pizza', 'Western']",,,,Restaurant,#B1-04/05 Wisteria Mall Yishun Ring Road 768698,,,
Yi Mian Fu,['Chinese'],,,,Kiosk or Stall,#02-09 Pomo Selegie Road 188306,,,
Dough Magic (People's Park Complex),"['Chinese', 'Snacks']",,,,Kiosk or Stall,01-K99B People's Park Complex Park Road 059108,,,
Sem Garden,"['Beer', 'Cocktails', 'Drinks', 'Wine']",,,,Bar or Pub,  Sembawang Road 758500,,,
Wok Hey (Compass One),['Chinese'],,,,Kiosk or Stall,#B1-42 Compass One Sengkang Square 545078,,,
Sushi Express (Hougang Mall),['Japanese'],,,,Kiosk or Stall,#04-10A Hougang Mall Hougang Avenue 10 538766,,,
Proofer Boulangerie (Compass One),"['European', 'French', 'Pizza']",,,,Cafe,#01-04 Compass One Sengkang Square 545078,,,
CocoCane (Compass One),"['Fruits & Drinks', 'Snacks']",,,,Kiosk or Stall,#B1-44 Compass One Sengkang Square 545078,,,
Encik Tan (Compass One),"['Chinese', 'Halal', 'Local']",,,,Restaurant,#02-29 Compass One Sengkang Square 545078,,,
Big Bites (Sengkang Square),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Vegetarian']",,,,Kiosk or Stall,#01-12  Sengkang Square 544829,,,
Dj Bakery (People's Park Complex),"['Asian', 'Western']",,,,Confectionery or Bakery,#01-24 People's Park Complex Park Road 059108,,,
Wong Chew Roasted Meat Rice,"['Cantonese', 'Chinese', 'Dim Sum', 'Singaporean', 'Zi Char']",,,,Kiosk or Stall,  Sembawang Road 779075,,,
Thompson Curry,"['Indian', 'South Indian']",,,,Restaurant,#01-01  Sembawang Road 779086,,,
Shi Li Fang (Compass One),"['Steamboat', 'Taiwanese']",,,,Restaurant,#02-37 Compass One Sengkang Square 545078,,,
Nakhon Kitchen (VivoCity),"['Asian', 'Indochinese', 'Thai']",,,,Restaurant,B2-23C Vivocity Harbourfront Walk 098585,,,
Classic Cakes (Siglap),['Desserts'],,,,Confectionery or Bakery,  Siglap Drive 456175,,,
Aspirasi Food Stall,"['Chinese', 'Malaysian']",,,,Kiosk or Stall,#01-45 Seah Im Food Centre Seah Im Road 099114,,,
CRAVE Nasi Lemak (Compass One),['Malaysian'],,,,Kiosk or Stall,#B1-02/03 Compass One Sengkang Square 545078,,,
Duck Master (People's Park Complex),['Local'],,,,Kiosk or Stall,#01-K99 People's Park Complex Park Road 059108,,,
Fruit Box (Compass One),['Drinks'],,,,Kiosk or Stall,#B1-36 Compass One Sengkang Square 545078,,,
Boon Tong Kee (Compass One),"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean', 'Zi Char']",,,,Restaurant,#01-34 Compass One Sengkang Square 545078,,,
Xiang Wan Li Seafood,"['Asian', 'Chinese', 'Seafood']",,,,Restaurant,  Sembawang Road 758495,,,
Teppan Kappou Kenji,['Japanese'],,,,Restaurant,#01-01  Tanjong Pagar Road 088520,,,
Xiang Piao Piao Mala Hotpot,['Chinese'],,,,Restaurant,#01-03 Kopitiam Square Sengkang Square 544829,,,
Hong Yi Vegetarian (Seah Im Food Centre),"['Chinese', 'Vegetarian']",,,,Kiosk or Stall,#01-25 Seah Im Food Centre Seah Im Road 099114,,,
 (Under Renovation) Each A Cup (Pomo),['Fruits & Drinks'],,,,Confectionery or Bakery,#01-08 PoMo Selegie Road 188306,,,
Paradise Teochew Restaurant,"['Asian', 'Chinese', 'Teochew']",,,,Restaurant,#01-53 Vivocity Harbourfront Walk 098585,,,
Gu Thai Noodle Cafe (PoMo),['Thai'],,,,Restaurant,#01-04 & #01-K2 Pomo Selegie Road 188306,,,
1245 Mookata,"['Asian', 'Barbecue', 'Indochinese', 'Steamboat', 'Thai']",,,,Kiosk or Stall,#01-3/4 Kopitiam Square Sengkang Square 544829,,,
Baker's Heaven,[None],,,,Confectionery or Bakery,  Senoko Avenue 758306,,,
Crystal Jade Jiangnan (Vivo City),"['Asian', 'Chinese', 'Shanghainese', 'Sichuan']",,,,Restaurant,#01-52 Vivocity HarbourFront Walk 098585,,,
Ship Inn Cafe & Pub,"['Beer', 'Cocktails', 'Drinks', 'Western', 'Wine']",,,,Bar or Pub,  Sembawang Road 758497,,,
Baker's Creations (Yishun Ring Road),[None],,,,Confectionery or Bakery,#01-4209  Yishun Ring Road 760807,,,
Tastegood Catering,"['Asian', 'Western']",,,,Restaurant,#02-04 Selegie Centre Selegie Road 188332,,,
Canton Paradise (Compass One),"['Asian', 'Cantonese', 'Chinese', 'Dim Sum', 'Hong Kong']",,,,Restaurant,#03-14 Compass One Sengkang Square 545078,,,
Ming Su Vegetarian,"['Local', 'Singaporean', 'Vegetarian']",,,,Kiosk or Stall, Broadway Coffeeshop Yishun Ring Road 760414,,,
Hwa Kee Taipaitong,['Chinese'],,,,Restaurant,  Siglap Drive 456159,,,
Singapura Seafood Restaurant,"['Asian', 'Chinese', 'Foochow', 'Seafood']",,,,Restaurant,#01-31 Selegie House Selegie Road 180009,,,
Bee Cheng Hiang (Compass One),['Snacks'],,,,Food Retailer,#B1-26 Compass One Sengkang Square 545078,,,
Kpt (Sembawang Drive),"['Asian', 'Chinese', 'Malaysian']",,,,Kiosk or Stall,#01-01  Sembawang Drive 751313,,,
Emicakes (Compass One),"['Desserts', 'Western']",,,,Cafe,#01-05 Compass One Sengkang Square 545078,,,
TEA Co,[None],,,,Hawker,#B1-K01 Wisteria Mall Yishun Ring Road 768698,,,
Maki-San Japanese Restaurant (Compass One),"['Asian', 'Halal', 'Japanese']",,,,Restaurant,#01-45 Compass One Sengkang Square 545078,,,
The Cup,['Korean'],,,,Cafe,#01-05 Pomo Selegie Road 188306,,,
MOS Burger (Compass One),"['Asian', 'Japanese', 'Western']",,,,Fast Food Place,#01-09 Compass One Sengkang Square 545078,,,
Tian Kee & Co.,['Western'],,,,Cafe,  Siglap Drive 456171,,,
Four Leaves (Compass One),"['Desserts', 'Snacks']",,,,Confectionery or Bakery,#B1-27 Compass One Sengkang Square 545078,,,
Pepper Lunch (Compass One),"['Fusion', 'Japanese']",,,,Kiosk or Stall,#B1-01 Compass One Sengkang Square 545078,,,
Gin Thye Cake Maker (Sembawang),"['Desserts', 'Western']",,,,Cafe,  Sembawang Road 758392,,,
Char-Grill Bar (Sembawang),"['American', 'French', 'Italian', 'Western']",,,,Kiosk or Stall,#01-01 Sembawang Riverlodge Sembawang Drive 750463,,,
Yume Patisserie,['Desserts'],,,,Confectionery or Bakery,#B1-05 Pomo Selegie Road 188306,,,
Blue Heaven Bar,"['Beer', 'Drinks', 'Seafood']",,,,Bar or Pub,  Sembawang Road 758504,,,
J's Bar & Grill,"['European', 'Italian', 'Western']",,,,Bar or Pub,  Sembawang Road 758503,,,
W Hotpot Singapore,['Chinese'],,,,Restaurant, Tanjong Pagar Conservation Area Tanjong Pagar Road 088502,,,
Abang Recipes,"['Halal', 'Local', 'Malaysian']",,,,Restaurant,#B1-08/09 Sembawang Shopping Centre Sembawang Road 758459,,,
Hei Sushi (Sembawang Shopping Centre),"['Asian', 'Halal', 'Japanese']",,,,Restaurant,#01-22/23 Sembawang Shopping Centre Sembawang Road 758459,,,
Mr Pnut (Sembawang),"['Local', 'Singaporean']",,,,Confectionery or Bakery, Hdb-sembawang Sembawang Drive 750313,,,
BreadTalk (Compass One),"['Desserts', 'Snacks']",,,,Cafe,#B1-29 Compass One Sengkang Square 545078,,,
Project Açaí (Vivo City),['Fruits & Drinks'],,,,Cafe,#01-92 Vivocity Harbourfront Walk 098585,,,
Dunkin' Donuts (Funan Mall),"['Desserts', 'Snacks', 'Western']",,,,Kiosk or Stall,#B2-05 Funan Mall North Bridge Road 179105,,,
Bread Fresh (Yishun),"['Halal', 'Local', 'Singaporean']",,,,Confectionery or Bakery,#01-65  Yishun Ring Road 760103,,,
Penang Culture (Compass One - Sengkang),"['Chinese', 'Halal', 'Malaysian', 'Zi Char']",,,,Restaurant,#03-13 Compass One Sengkang Square 545078,,,
Old Bugis Kway Chap,['Asian'],,,,Kiosk or Stall,Stall #01-38 Kopitiam Square Sengkang Square 544829,,,
La Jiang Shan Hotpot,['Chinese'],,,,Restaurant,#01-06 Parklane Shopping Mall Selegie Road 188307,,,
D'Laksa (Compass One),"['Halal', 'Malaysian']",,,,Kiosk or Stall,#B1-46 Compass One Sengkang Square 545078,,,
The Cavern @ Sembawang,"['Drinks', 'Western']",,,,Bar or Pub,  Sembawang Road 758503,,,
Tai Wah FoodLink,"['Asian', 'Chinese', 'Fusion', 'Japanese', 'Local', 'Malaysian', 'Seafood', 'Vegetarian']",,,,Coffee Shop,#01-41  Serangoon North Ave 2 550151,,,
1036 Live Seafood,"['Asian', 'Chinese', 'Seafood']",,,,Restaurant,  Sembawang Road 758504,,,
Shi Li Fang Hot Pot (Sembawang Shopping Centre),"['Steamboat', 'Taiwanese']",,,,Restaurant,#01-21 Sembawang Shopping Centre Sembawang Road 758459,,,
The Pizzerian,"['European', 'Halal', 'Italian', 'Western']",,,,Cafe,#01-22 Pomo Selegie Road 188306,,,
Fatboy's (Orchard),['American'],,,,Restaurant,  Orchard Road 238836,,,
Stuff'd (Compass One),"['Mexican', 'Turkish']",,,,Kiosk or Stall,#B1-02/03 Compass One Sengkang Square 545078,,,
SUCRE,['Desserts'],,,,Confectionery or Bakery,#13-00 Far East Finance Building Robinson Road (Free Delivery for Mooncakes) 048545,,,
H. Amin Brothers Tea & Coffee Shop,['Drinks'],,,,Kiosk or Stall,#01-41 Seah Im Food Centre Seah Im Road 099114,,,
Fragrance (Yishun),"['Chinese', 'Snacks']",,,,Food Retailer,#01-3629 Yishun Yishun Ring Road 760846,,,
Kaffe & Toast (Sengkang East Way),"['Asian', 'Halal', 'Local', 'Thai']",,,,Cafe,#01-04  Sengkang East Way 544886,,,
Madina Eating House,"['Asian', 'Malaysian']",,,,Restaurant,  Sembawang Road 758455,,,
Mugiya (Wisma Atria),"['Desserts', 'Snacks']",,,,Confectionery or Bakery,#01-58 Wisteria Mall Yishun Ring Road 768698,,,
Polar Puffs & Cakes (Sembawang Shopping Centre),"['Desserts', 'Halal', 'Snacks']",,,,Confectionery or Bakery,#B1-K6 Sembawang Shopping Centre Sembawang Road 758459,,,
Jiang Ji Traditional Hainanese Chicken Rice,"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean']",,,,Cafe,#01-3542 Epic Haus Coffee Shop Yishun Ring Road 760780,,,
Saizeriya (Sembawang Shopping Centre),['Italian'],,,,Restaurant,#B1-15/16 Sembawang Shopping Centre Sembawang Road 758459,,,
Harvest Ice Cream,['Desserts'],,,,Kiosk or Stall,#01-K99C People's Park Complex Park Road 059108,,,
Ananda Bhavan Restaurant (Selegie Road),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Vegetarian']",,,,Restaurant,  Selegie Road 188339,,,
Noods & Meats (Yishun),"['Asian', 'Western']",,,,Kiosk or Stall,#01-1871  Yishun Ring Road 760414,,,
Double Lucky Ice Cream,['Desserts'],,,,Hawker,#B1-K12 Sembawang Shopping Centre Sembawang Road 758459,,,
Fang jia Hong Kong herbal soup,[None],,,,Kiosk or Stall,#01-23 Kopitiam Square Sengkang Square 544829,,,
Pizza Arc (Yishun),"['Pizza', 'Western']",,,,Cafe,#01-1020 Yishun Hearts Yishun Ring Road 760236,,,
Soup Restaurant (Compass One),"['Asian', 'Chinese']",,,,Restaurant,#03-12 Compass One Sengkang Square 545078,,,
A-One Claypot House (Compass One),"['Asian', 'Chinese', 'Steamboat']",,,,Restaurant,#02-36 Compass One Sengkang Square 545078,,,
A Cup Juice Bar,"['Drinks', 'Fruits & Drinks']",,,,Hawker,#B1-K7 Sembawang Shopping Centre Sembawang Road 758459,,,
My Kampung (Wisteria Mall),"['Halal', 'Local', 'Singaporean']",,,,Kiosk or Stall,#01-20 Wisteria Mall Yishun Ring Road 768698,,,
Sensai Yakitori (PoMo),"['Asian', 'Barbecue', 'Japanese']",,,,Kiosk or Stall,#01-25 Pomo Selegie Road 188306,,,
Marché Mövenpick (Raffles City),"['European', 'Swiss', 'Western']",,,,Restaurant,#01-17A Raffles City Shopping Centre North Bridge Road 179103,,,
Nasi Lemak Kukus,"['Asian', 'Local', 'Malaysian']",,,,Bar or Pub,  Selegie Road 188344,,,
Tai Guo Yan Wo,[None],,,,Consumer Shop,#02- K76 People's Park Complex Park Road 059108,,,
The Jelly Hearts,['Desserts'],,,,Confectionery or Bakery,#B1-49 Compass One Sengkang Square 545078,,,
CakeOption,[None],,,,Confectionery or Bakery,#B1-K15 Wisteria Mall Yishun Ring Road 768698,,,
Twelve Cupcakes (Vivo City),"['Desserts', 'Halal', 'Snacks']",,,,Cafe,#B2-K14 Vivocity Harbourfront Walk 098585,,,
Zi Zai Vegetarian (Yishun),['Vegetarian'],,,,Kiosk or Stall,#01-1000  Yishun Ring Road 760236,,,
McDonald's (Parklane Shopping Mall),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",,,,Fast Food Place,#B1-38 Parklane Shopping Mall Selegie Road 188307,,,
Tip Top Curry Puff (Compass One),"['Asian', 'Halal', 'Local', 'Singaporean', 'Snacks']",,,,Cafe,#B1-45 Compass One Sengkang Square 545078,,,
Toast Box (Compass One),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",,,,Cafe,#B1-35 Compass One Sengkang Square 545078,,,
Famous Amos (Compass One),"['Snacks', 'Western']",,,,Confectionery or Bakery,#B1-19 Compass One Sengkang Square 545078,,,
Teng Sheng Korean BBQ & Steamboat Buffet (Sembawang Shopping Centre),['Korean'],,,,Restaurant,#02-24 Sembawang Shopping Centre Sembawang Road 758459,,,
Im Thai Kitchen (Sengkang Square),['Thai'],,,,Kiosk or Stall,#01-49  Sengkang Square 544829,,,
Polar Puffs & Cakes (Compass One),"['Desserts', 'Fusion', 'Halal', 'Snacks']",,,,Cafe,#01-26 Compass One Sengkang Square 545078,,,
Thai Accent (Vivo City),"['Asian', 'Indochinese', 'Thai']",,,,Restaurant,#02-145 Vivocity Harbourfront Walk 098585,,,
Seoul Kitchen,['Korean'],,,,Restaurant,  Sembawang Road 758398,,,
D Bakery House (Yishun Ring Road),"['Desserts', 'Snacks']",,,,Confectionery or Bakery,#01-171  Yishun Ring Road 760106,,,
The Tree Cafe (Funan Mall),"['Halal', 'Western']",,,,Cafe,02-33 Funan North Bridge Road 179097,,,
Jasmin Stall Mee Goreng,"['Halal', 'Malaysian']",,,,Kiosk or Stall,#01-46 Seah Im Food Centre Seah Im Road 099114,,,
Cedele (Raffles City Shopping Centre),['Western'],,,,Cafe,#B1-44M Raffles City Shopping Centre North Bridge Road 179103,,,
13 Miles,['Western'],,,,Cafe, Sembawang Springs Estate Sembawang Road 758455,,,
Shi Ji Noodle Stall,['Chinese'],,,,Kiosk or Stall,#01-56 Seah Im Food Centre Seah Im Road 099114,,,
Green Sky Fried Kway Teow,"['Asian', 'Chinese', 'Halal']",,,,Kiosk or Stall,#01-14 Bedok Food Centre Bedok Road 469572,,,
Canadian 2 for 1 Pizza (Sembawang Cottage),['Western'],,,,Kiosk or Stall,#01-02 Sembawang Cottage Sembawang Road 758382,,,
McDonald's (Yishun),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",,,,Fast Food Place,#01-01  Sembawang Road 758382,,,
Pizza Hut (Compass One),"['American', 'Desserts', 'Halal', 'Pizza', 'Western']",,,,Restaurant,#B1-15 Compass One Sengkang Square 545078,,,
Uncle Tony's Tuckshop,"['Asian', 'Western']",,,,Cafe,#01-05 Sengkang Community Hub Sengkang Square 545025,,,
Pizzazz,"['Italian', 'Pizza', 'Snacks', 'Western']",,,,Kiosk or Stall,#01-04 Hong Heng Garden Sembawang Road 779084,,,
Long John Silver's (Vivo City),"['American', 'Halal', 'Western']",,,,Fast Food Place,#02-94 Vivocity Harbourfront Walk 098585,,,
Good Taste Zhu Chao,['Chinese'],,,,Kiosk or Stall,#01-51 Seah Im Food Centre Seah Im Road 099114,,,
Paradise Hotpot,"['Chinese', 'Steamboat']",,,,Restaurant,#03-05 Compass One Sengkang Square 545078,,,
Pot Addiction,"['Barbecue', 'International', 'Steamboat']",,,,Restaurant,#02-14  Sembawang Drive 757713,,,
Mr Bean (Compass One),"['Desserts', 'Drinks', 'Snacks']",,,,Kiosk or Stall,#01-28 Compass One Sengkang Square 545078,,,
LeNu (Compass One),"['Asian', 'Chinese', 'Taiwanese']",,,,Restaurant,#03-05 Compass One Sengkang Square 545078,,,
Vari Nice Eating House (Sembawang),['Chinese'],,,,Kiosk or Stall,  Sembawang Drive 751406,,,
Sri Beema Vilas,"['Indian', 'South Indian']",,,,Restaurant,  Selegie Road 188347,,,
BKK Mookata,"['Steamboat', 'Thai']",,,,Kiosk or Stall,#01-49 Sengkang Kopitiam Sengkang Square 544829,,,
Bengawan Solo (Compass One),"['Desserts', 'Snacks']",,,,Confectionery or Bakery,#B1-28 Compass One Sengkang Square 545078,,,
Starbucks (Canberra Plaza),"['American', 'European', 'Western']",,,,Cafe,#01-06 Canberra Plaza Canberra View 750133,,,
Thai The Dine-In,"['Asian', 'Halal', 'Indochinese', 'Thai']",,,,Restaurant,#01-05 Sembawang Cottage Sembawang Road 758382,,,
The Daily Scoop (Sembawang),"['Desserts', 'Western']",,,,Cafe,#01-05  Sembawang Road 758283,,,
KFC (Compass One),"['Halal', 'Western']",,,,Fast Food Place,#B1-15 Compass One Sengkang Square 545078,,,
The Cellar Pub,[None],,,,Bar or Pub,  Sembawang Road 758502,,,
No Signboard Prawn Noodle,['Chinese'],,,,Kiosk or Stall, Nang Heng Restaurant Simon Road 545918,,,
Master Prata (Sembawang Shopping Centre),"['Asian', 'Indian']",,,,Restaurant,#01-24/25 Sembawang Shopping Centre Sembawang Road 758459,,,
Chic-a-boo Fried Chicken (Sembawang Shopping Centre),"['Drinks', 'Halal', 'Steak and Grills', 'Western']",,,,Restaurant,#01-02 Sembawang Shopping Centre Sembawang Road 758459,,,
Eden Cafe,"['Pizza', 'Vegetarian', 'Western']",,,,Cafe,#01-09 Parklane Shopping Centre Selegie Road 188307,,,
Selegie Soya Bean (Bedok),"['Desserts', 'Singaporean']",,,,Confectionery or Bakery, Bedok Shopping Complex Bedok Road 469487,,,
Lobby Lounge @ Park Hotel Orchard,"['Beer', 'Wine']",,,,Bar or Pub, Park Hotel Orchard Orchard Road 238857,,,
Ya Kun Kaya Toast (Canberra Plaza),"['Asian', 'Local', 'Singaporean']",,,,Cafe,#01-25 Canberra Plaza Canberra View 750133,,,
Potato Farmland,['Western'],,,,Cafe,#01-1152  Yishun Ring Road 760239,,,
Siam Kitchen (Yishun),"['Asian', 'Halal', 'Indochinese', 'Thai']",,,,Restaurant,#01-01 Hometeamns Clubhouse Yishun Walk 767944,,,
PrimaDeli (Wisteria Mall),['Desserts'],,,,Confectionery or Bakery,#B1-K10/K11 Wisteria Mall Yishun Ring Road 768698,,,
Rezki Allah Indian Muslim Food,['Indian'],,,,Kiosk or Stall,#01-42 Seah Im Food Centre Seah Im Road 099114,,,
Sri Vijaya Restaurant,"['Asian', 'Indian', 'South Indian', 'Vegetarian']",,,,Restaurant,  Selegie Road 188344,,,
KFC (Parklane),"['Halal', 'Western']",,,,Fast Food Place,#01-06/7 Parklane Shopping Mall Selegie Road 188307,,,
Oldies Karaoke Lounge,"['Beer', 'Cocktails', 'Drinks', 'Wine']",,,,Karaoke,  Sembawang Road 758380,,,
Soon Soon Teochew Porridge,"['Asian', 'Chinese', 'Teochew']",,,,Kiosk or Stall,  Simon Road 545897,,,
Beard Papa (Compass One),"['Asian', 'Japanese', 'Snacks']",,,,Confectionery or Bakery,#01-37A Compass One Sengkang Square 545078,,,
PrimaDeli (Compass One),['Desserts'],,,,Confectionery or Bakery,#B1-18 Compass One Sengkang Square 545078,,,
