Stall Name,Cuisine,Shop Type,Address
Sweet Talk (Singapore Expo),"['Desserts', 'Fruits & Drinks', 'Local', 'Western']",Kiosk or Stall,#01-32 Singapore Expo Expo Drive 486150
Astons Specialities (SingPost Centre),['Western'],Restaurant,#01-114/115 Singapore Post Centre Eunos Road 8 408600
Johore Road Boon Kee Pork Porridge,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-101 Whampoa Coffeeshop Veerasamy Road 200638
168 Wanton Noodle & Prawn Dumpling Noodles,['Chinese'],Kiosk or Stall,#01-29 Eunos Crescent Market and Food Centre Eunos Crescent 402004
Ah Xiao Teochew Braised Duck,"['Asian', 'Chinese', 'Teochew']",Kiosk or Stall,#01-41 Bendemeer Market And Food Centre Bendemeer Road 330029
Balestier Bak Kut Teh,['Chinese'],Kiosk or Stall,  Balestier Road 329785
The Coffee Bean & Tea Leaf (SingPost Centre),"['American', 'Desserts', 'Drinks', 'Western']",Cafe,#01-144/145 SingPost Centre Eunos Road 8 408600
Selegie Soya Bean (Ubi),"['Desserts', 'Singaporean']",Kiosk or Stall,#01-19  Ubi Avenue 1 400302
Song Fish Soup,['Chinese'],Kiosk or Stall,#01-38 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Starbucks (Central),"['American', 'European', 'Western']",Cafe,#01-29 Central Eu Tong Sen Street 059817
Warung Kampung,['Indonesian'],Cafe,#01-42 Aperia Mall Kallang Avenue 339509
The Boss Pizza (Everton Park),['Pizza'],Kiosk or Stall,#01-19  Everton Park 080007
Boon Tong Kee Kway Chap and Duck Noodle,"['Chinese', 'Local']",Kiosk or Stall,Stall 24 Zion Riverside Food Centre Zion Road 247792
Ah Ma Lor Mee,['Chinese'],Kiosk or Stall,  Choa Chu Kang Avenue 7 681810
La Pizzaiola (Kalidasa Avenue),"['European', 'Italian', 'Western']",Restaurant,  Kalidasa Avenue 789398
Sing Soon Lee Hainanese Chicken Rice,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-93 Ang Mo Kio Avenue 4 Block 628 Market & Food Centre Ang Mo Kio Avenue 4 560628
Shake Shake in a Tub,"['Desserts', 'Halal', 'Snacks']",Kiosk or Stall,#B2-47 AMK Hub Ang Mo Kio Avenue 3 569933
Bakery Artisan Original,['French'],Confectionery or Bakery,#02-17 CT Hub Kallang Avenue 339407
Batu Berapi Grill & Chinese Muslim Food,['Chinese'],Kiosk or Stall,#01-13 Upper Boon Keng Market & Food Centre Upper Boon Keng Road 380017
Encik Tan (Singpost Centre),"['Chinese', 'Halal', 'Local']",Restaurant,#B1-156/159 Singapore Post Centre Eunos Road 8 408600
Pontian Wanton Noodles (Clementi 448 Market & Food Centre),"['Chinese', 'Malaysian']",Kiosk or Stall,#01-48 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
The Food Mall (Northpoint),"['Chinese', 'Indian', 'Malaysian']",Food Court or Canteen,#B2-10 Northpoint Shopping Centre Yishun Avenue 2 769098
Dough Culture (AMK Hub),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Snacks']",Confectionery or Bakery,#B2-24 AMK Hub Ang Mo Kio Avenue 3 569933
Umi Sushi (Kallang MRT),"['Asian', 'Japanese']",Kiosk or Stall,#01-03 Kallang MRT Station Sims Avenue 387405
Jeju Kitchen (Northpoint City),['Korean'],Restaurant,#B2-09/11 Northpoint City Yishun Avenue 2 769098
Saizeriya (Aperia Mall),['Italian'],Restaurant,#03-07/08 Aperia Mall Kallang Avenue 339509
Hong Seng Fish Head & Seafood (Ubi),"['Chinese', 'Halal', 'Seafood', 'Singaporean']",Kiosk or Stall,#01-103 Kampong Eating House Ubi Avenue 1 400304
Indian Curry House (Bukit Timah),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Wine']",Bar or Pub,#01-03 Sixth Avenue Center Bukit Timah Road 279883
Alham,['Malaysian'],Kiosk or Stall,#01-01 Eunos Crescent Market and Food Centre Eunos Crescent 402004
Mad Bar Cafe,"['Beer', 'Drinks', 'Western']",Bar or Pub, Rocca Balestier Balestier Road 329928
Fun Toast (UE Bizhub East( North Tower)),"['Asian', 'Drinks', 'Singaporean']",Cafe,#01-25 UE Bizhub East (North Tower) Changi Business Park Avenue 1 486017
Kay Fiery Grill Express (Ang Mo Kio),"['Steak and Grills', 'Western']",Kiosk or Stall,#01-2843 Hiap Hwa Coffee Shop Ang Mo Kio Avenue 8 560722
Ding Ji (Clementi 325),['Chinese'],Kiosk or Stall,#01-155  Clementi Avenue 5 120325
I'm Kim Korean BBQ & Shabu Shabu,"['Asian', 'Japanese', 'Korean']",Restaurant,#04-04 AMK Hub Ang Mo Kio Avenue 3 569933
TungLok Signatures (Central),"['Asian', 'Cantonese', 'Chinese']",Restaurant,#02-88 Central Eu Tong Sen Street 059817
Napolean Mookata,"['Steamboat', 'Thai']",Kiosk or Stall, S-11 Coffeeshop Ang Mo Kio Avenue 8 560711
The Communal,"['Western', 'Zi Char']",Restaurant,  King George's Avenue 208582
Pin Si (Safra Yishun),"['Asian', 'Cantonese', 'Chinese']",Restaurant,#02-VI Safra Yishun Country Club Yishun Avenue 4 769027
Ann Chin Popiah (829 Foodcourt Pte Ltd),"['Asian', 'Chinese', 'Local', 'Snacks']",Kiosk or Stall,-  Tampines Street 81 520829
Amoy St Boon Kee Prawn Noodle,"['Chinese', 'Local', 'Singaporean']",Kiosk or Stall,#01-01/02 PSA Tanjong Pagar Complex Keppel Road 089053
Coffee Tribe,"['Chinese', 'Singaporean']",Cafe,#01-01A  Ang Mo Kio Avenue 3 569922
The Durian Tree,"['Desserts', 'Snacks']",Kiosk or Stall,  Bukit Batok East Avenue 3 650277
Tipsy Penguin,"['Drinks', 'Fusion', 'Seafood', 'Western']",Restaurant,#01-02A  Tampines Avenue 5 529653
Ordinary Burger,['Western'],Kiosk or Stall,#01-43 AMK Hub Ang Mo Kio Avenue 3 569933
The House of Recipe Western Cuisine,['Western'],Kiosk or Stall,#01-71 Ang Mo Kio Avenue 4 Block 628 Market & Food Centre Ang Mo Kio Avenue 4 560628
Fusion Western,"['Halal', 'Steak and Grills', 'Western']",Restaurant,#01-211 Hdb-clementi Clementi Avenue 3 120449
Chung Ping Chicken Rice,['Chinese'],Kiosk or Stall,#01-58 Bendemeer Market and Food Centre Bendemeer Road 330029
Table at 7,"['Indonesian', 'Modern European']",Restaurant,Level 3 Sim Management House Namly Avenue 267616
Yakiniku Ohji (Jubilee Square),['Japanese'],Restaurant,#02-03/3A Jubilee Square Ang Mo Kio Avenue 8 569814
Fong's Rojak,"['Chinese', 'Local', 'Snacks']",Kiosk or Stall,#01-49 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Swensen's (SingPost Centre),"['American', 'Desserts', 'Fusion', 'Halal', 'Western']",Restaurant,#02-136/137 Singapore Post Centre Eunos Road 8 408600
RongJi Seafood,"['Asian', 'Seafood']",Kiosk or Stall,#01-03 Northstar @ Amk Ang Mo Kio Avenue 5 569880
25grams,['Desserts'],Confectionery or Bakery,#01-14 Aperia Mall Kallang Avenue 339509
Centre Satay Bee Hoon (AMK),"['Asian', 'Chinese', 'Local']",Kiosk or Stall,#01-12 Ang Mo Kio Central Food Centre Ang Mo Kio Avenue 6 560724
Teochew Fish Porridge,"['Chinese', 'Teochew']",Kiosk or Stall,#01-14 Bendemeer Market and Food Centre Bendemeer Road 330029
BBKia Stingray,['Seafood'],Hawker,#01-15 Esplanade Mall Raffles Avenue 039802
Goodview Garden Seafood Restaurant,"['Chinese', 'Seafood', 'Singaporean', 'Zi Char']",Kiosk or Stall,#03-01  Bukit Batok West Avenue 5 651359
Seafood @ Kopitown,"['Chinese', 'Seafood']",Kiosk or Stall,#01-01  Sixth Avenue 276474
Rock & Peri,['Western'],Restaurant,- Hdb- Ang Mo Kio Ang Mo Kio Avenue 6 560728
Chicken/Cha Shao Rice,['Chinese'],Kiosk or Stall,"Stall I Comcentre Cafeteria Exeter Road, Comcentre Basement 2 239732"
Yuba Hut (Northpoint City),['Japanese'],Restaurant,#B1-186 Northpoint City Yishun Avenue 2 769098
Maki-San (Singapore Post Centre),"['Halal', 'Japanese']",Kiosk or Stall,#B1-166 Singapore Post Centre Eunos Road 8 408600
Urban Pooch,['Asian'],Cafe,#01-07  Balestier Road 329857
Pizza Hut (Ang Mo Kio Ave 6),"['American', 'Desserts', 'Halal', 'Pizza', 'Western']",Restaurant,#01-4000  Ang Mo Kio Avenue 6 560715
Steam & Grill,"['Seafood', 'Singaporean']",Restaurant,#01-30 Northstar Ang Mo Kio Avenue 5 569880
L'Rez (Nanyang Polytechnic),['Western'],Restaurant,Level 3 Block F Nanyang Polytechnic Ang Mo Kio Avenue 8 569830
Four Leaves (AMK Hub),"['Desserts', 'Snacks']",Confectionery or Bakery,#B2-38 AMK Hub Ang Mo Kio Avenue 3 569933
BreadTalk (ZhongShan Mall),"['Desserts', 'Snacks']",Cafe,#01-10/13 ZhongShan Mall Ah Hood Road 329984
Selegie Soya Bean (Ubi),"['Desserts', 'Singaporean']",Kiosk or Stall,#01-19  Ubi Avenue 1 400302
Srisun Prata,['Indian'],Kiosk or Stall,#01-308  Bukit Batok West Avenue 6 650132
Soon Huat Cooked Food,"['Chinese', 'Desserts', 'Local', 'Snacks']",Kiosk or Stall,#01-71 Bendemeer Market and Food Centre Bendemeer Road 330029
Bavaria Haus,['Western'],Kiosk or Stall,  Ang Mo Kio Avenue 3 560122
My Kampung (AMK Hub),"['Halal', 'Local', 'Singaporean']",Kiosk or Stall,#B2-46 AMK Hub Ang Mo Kio Avenue 3 569933
LOCABA Bakery,['Desserts'],Confectionery or Bakery,#01-08/13 Ct Hub Kallang Avenue 339407
No Name Cheng Tng,"['Desserts', 'Singaporean']",Kiosk or Stall,  Bedok South Avenue 3 460069
Mischief,"['American', 'Western']",Restaurant,#01-10/12 Esplanade Mall Raffles Avenue 039802
The Eating House Drink Stall,['Drinks'],Kiosk or Stall, Kaki Bukit Recreation Centre Kaki Bukit Avenue 3 415814
Zhen Zhen Hainanese Chicken Rice,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-01 Pearl's Centre Eu Tong Sen Street 059812
Mel's Place Bar & Bistro (East Coast),"['Asian', 'Beer', 'Pizza', 'Western', 'Wine']",Bar or Pub,  Kuo Chuan Avenue 426897
The Grumpy Bear (Kebun Baru Community Club),"['Desserts', 'Snacks', 'Steak and Grills', 'Western']",Cafe,#01-03 Kebun Baru Community Club Ang Mo Kio Avenue 4 569897
Chao Chao Gyoza,['Japanese'],Restaurant,#01-05 Royal Square At Novena Irrawaddy Road 329566
Bake Inc. (Choa Chu Kang 810),"['Desserts', 'Local', 'Snacks']",Confectionery or Bakery,#01-10  Choa Chu Kang Avenue 7 681810
Shan Cheng (AMK Hub),"['Asian', 'Malaysian', 'Singaporean']",Restaurant,#B2-45 AMK Hub Ang Mo Kio Avenue 3 569933
Tendon Kohaku (The Central),['Japanese'],Restaurant,#B1-53 The Central Eu Tong Sen Street 059817
Eatzi Gourmet (Paya Lebar Square),"['Halal', 'Western']",Restaurant,#B1-15 Paya Lebar Square Paya Lebar Road 409051
House of Desserts (AMK),"['Chinese', 'Desserts', 'Local']",Kiosk or Stall,#01-05 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Hai Sing Coffee Stall,"['Drinks', 'Singaporean', 'Snacks']",Kiosk or Stall,#01-27 Bendemeer Market and Food Centre Bendemeer Road 330029
Hock Choon Laksa & Lor Mee,['Chinese'],Kiosk or Stall,#01-25 Eunos Crescent Market and Food Centre Eunos Crescent 402004
"Fu Quan Mixed Vegetables Rice, Bee Hoon, Mee","['Chinese', 'Singaporean']",Kiosk or Stall,#01-03 Bendemeer Market and Food Centre Bendemeer Road 330029
Your Very Treatz,['Desserts'],Cafe,#01-01  Jurong Port Road 619097
Hwa Seng Fish Porridge,"['Seafood', 'Singaporean']",Kiosk or Stall,#01-22 Bendemeer Market and Food Centre Bendemeer Road 330029
Fried Kway Teow - Carrot Cake - Fried Oyster,"['Chinese', 'Local']",Kiosk or Stall,#01-34 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Ya Kun Family Cafe (Clarke Quay Central),"['Local', 'Singaporean']",Cafe,#01-31 Central Eu Tong Sen Street 059817
Goodview Garden Seafood Restaurant,"['Chinese', 'Seafood', 'Singaporean', 'Zi Char']",Kiosk or Stall,#03-01  Bukit Batok West Avenue 5 651359
Famous Nasi Briyani & Nasi Padang (Kaki Bukit),"['Asian', 'Malaysian', 'Nonya / Peranakan']",Kiosk or Stall,#02-03 Kaki Bukit Amenity Centre Kaki Bukit Avenue 1 417940
Siam Square Mookata (Clementi),"['Barbecue', 'Steamboat', 'Thai']",Kiosk or Stall,#01-271  Clementi Avenue 3 120450
Yummi Bites (AMK Hub),"['Asian', 'Local', 'Malaysian', 'Snacks']",Kiosk or Stall,#B2-31 AMK Hub Ang Mo Kio Avenue 3 569933
Long Quan Cha Shi,['Drinks'],Kiosk or Stall,#01-29 Blk 724 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
SF (AMK Hub),['Fruits & Drinks'],Kiosk or Stall,#B2-35 AMK Hub Ang Mo Kio Avenue 3 569933
S.J. Sickandar Ammal Muslim Foods,"['Chinese', 'Indian', 'Snacks']",Kiosk or Stall,#01-05 Eunos Crescent Market and Food Centre Eunos Crescent 402004
Starbucks (Aperia Mall),"['American', 'European', 'Western']",Cafe,#01-26 Aperia Mall Kallang Avenue 339509
5 Little Bears (Paya Lebar Square),['Taiwanese'],Cafe,#B1-09 Paya Lebar Square Paya Lebar Road 409051
KOI Thé (AMK Hub),['Drinks'],Cafe,#01-44 AMK Hub Ang Mo Kio Avenue 3 569933
Everton Bubble Tea Point,['Fruits & Drinks'],Kiosk or Stall,#01-20  Everton Park 080005
Bak Chor Mee (51 @ Amk),"['Asian', 'Chinese']",Kiosk or Stall,S-11 51 @ Amk Ang Mo Kio Avenue 3 569922
Big Bitez Pasta & Grille,['Western'],Kiosk or Stall,#01-15  Boon Tiong Road 163011
Toast Box (Marina Bay Sands),"['Asian', 'Chinese', 'Local', 'Malaysian', 'Singaporean']",Cafe,B1-01E The Shoppes At Marina Bay Sands Bayfront Avenue 018972
Keng Huat Cold & Hot Dessert,"['Chinese', 'Desserts']",Kiosk or Stall,#01-23 Eunos Crescent Market and Food Centre Eunos Crescent 402004
The Smokehouse,"['Beer', 'Western', 'Wine']",Bar or Pub,  Maju Avenue 556685
5 Little Bears (Paya Lebar Square),['Taiwanese'],Cafe,#B1-09 Paya Lebar Square Paya Lebar Road 409051
Nawab's Briyani,"['Asian', 'Local', 'South Indian', 'Thai']",Restaurant,#01-03  Yishun Avenue 5 760101
SG Kitchen,"['Asian', 'Halal', 'Singaporean']",Restaurant,  Bukit Batok East Avenue 4 650273
Ha Jun,['Korean'],Cafe,#01-31A/28 Aperia Mall Kallang Avenue 339509
Al Mahboob Indian Rojak,"['Halal', 'Indian']",Cafe, S11 Food Court Tampines Avenue 4 520506
Jin Wen Tai Leng Re Tian Pin,"['Chinese', 'Desserts', 'Drinks', 'Local']",Kiosk or Stall,#01-02 Clementi Avenue 3 Food Centre Clementi Ave 3 120448
Diao Ji Gang Shi Shao La,['Chinese'],Kiosk or Stall,#01-2142  Ang Mo Kio Avenue 3 560347
Country Brot by Four Leaves (Northpoint City),"['Snacks', 'Western']",Cafe,#B1-04 Northpoint City Yishun Avenue 2 769098
Hock Heng Restaurant,['Chinese'],Kiosk or Stall,#01-2688 Aik Leong Eating House Ang Mo Kio Avenue 8 560505
Long John Silver's (Lot One Shoppers' Mall),"['American', 'Halal', 'Western']",Fast Food Place,#B1-12/13 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Ah Huat White Cafe (Bukit Batok),"['Halal', 'Singaporean']",Cafe,#01-09C Home Team NS Clubhouse Bukit Batok West Avenue 7 659003
Noi's Mushroom Minced Meat Noodle,['Chinese'],Kiosk or Stall,  Balestier Road 329899
Armoury Craft Beer and Steak,"['American', 'Beer', 'Cocktails', 'Drinks', 'Western']",Bar or Pub, South Beach Quarter Beach Road 189677
Take Away,"['Asian', 'Halal', 'Singaporean']",Kiosk or Stall,#1-03 Eunos Bus Interchange Eunos Road 2 409388
"Cheng Ji Braised Duck Rice, Noodle, Porridge",[None],Hawker,＃01-46 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
TANI Bistro & Bar,"['Asian', 'Beer', 'Drinks', 'Indian']",Restaurant,#01-19 Zhongshan Mall Ah Hood Road 329982
Aniplus Cafe,['Japanese'],Cafe,#01-13C Library@esplanade Raffles Avenue 039802
Pezzo (Amk Hub),"['Italian', 'Pizza']",Kiosk or Stall,#B2-38 Amk Hub Ang Mo Kio Avenue 3 569933
Xiang Ji Jing Ji Xiao Chi,"['Chinese', 'Dim Sum', 'Snacks']",Kiosk or Stall,#01-56 Bendemeer Market and Food Centre Bendemeer Road 330029
Nin9ty Nin9 Bistro & Kitchen,"['Asian', 'Halal', 'Malaysian']",Restaurant,#01-02 Lifelong Learning Institute Eunos Road 8 408601
Ichiban Sushi (AMK Hub),"['Asian', 'Japanese']",Restaurant,#02-01 AMK Hub Ang Mo Kio Avenue 3 569933
Tsujiri (The Central),"['Asian', 'Desserts', 'Drinks', 'Japanese']",Cafe,#01-74 The Central Eu Tong Sen Street 059817
SF FRUITS (Singapore Post Centre),['Fruits & Drinks'],Kiosk or Stall,#B1-150 Singapore Post Centre Eunos Road 8 408600
Syifa' Satay,['Asian'],Kiosk or Stall,#01-15 Esplanade Mall Raffles Avenue 039802
Sayed Aminah Muslim Food,"['Asian', 'Indian', 'Local', 'Malaysian']",Kiosk or Stall,#01-02 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Xi Xiang Feng,"['Asian', 'Chinese', 'Local']",Kiosk or Stall,#01-23 Ang Mo Kio Food Centre Ang Mo Kio Avenue 6 560724
Hougang 327 Kopi Point,[None],Coffee Shop,#01-156  Hougang Avenue 5 530327
Jack's Place Restaurant (Ang Mo Kio),"['American', 'Steak and Grills']",Restaurant,#01-4274 Ang Mo Kio Courts Ang Mo Kio Avenue 6 560730
Kimly Seafood (Hougang),['Seafood'],Kiosk or Stall,#01-156  Hougang Avenue 5 530327
Soon Kee Boneless Lor Duck Rice,"['Asian', 'Chinese']",Kiosk or Stall,- Balestier Market Balestier Road 329930
Two Tigers,"['Chinese', 'Seafood']",Restaurant,#02-115 Kampong Ubi Industrial Estate Ubi Avenue 2 408896
Le Chasseur,"['Asian', 'Chinese']",Restaurant,  Eunos Road 2 409387
McDonald's (Bendemeer),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",Fast Food Place,#01-01 Bendemeer Boon Keng Road 330022
Ministry of Rojak (Northpoint City),['Indian'],Kiosk or Stall,#B2-02 Northpoint City Yishun Avenue 2 769098
CHICHA San Chen (The Central),"['Drinks', 'Juices']",Kiosk or Stall,#B1-K9 The Central Eu Tong Sen Street 059817
Hot & Spicy,['Asian'],Kiosk or Stall, Kaki Bukit Recreation Centre Kaki Bukit Avenue 3 415814
Bee Cheng Hiang (Clementi Central),['Snacks'],Food Retailer,#01-255 Clementi Central Clementi Avenue 3 120449
Happy Cafe,"['Drinks', 'Snacks']",Kiosk or Stall,#01-79 Bendemeer Market and Food Centre Bendemeer Road 330029
Aman Restaurant,"['Asian', 'Halal', 'Indian', 'Malaysian']",Coffee Shop,  Ang Mo Kio Avenue 8 560505
CRAVE Nasi Lemak (Northpoint City),['Malaysian'],Kiosk or Stall,#B1-45 Northpoint City Yishun Avenue 2 769098
Gimkee Teochew Porridge,"['Chinese', 'Teochew']",Kiosk or Stall,#01-36 Upper Boon Keng Market and Food Centre Upper Boon Keng Road 380017
Koi Cafe (Ang Mo Kio Central),"['Asian', 'Chinese', 'Fruits & Drinks', 'Taiwanese']",Cafe,#01-2543  Ang Mo Kio Avenue 8 560703
Richton 13 Gourmet,"['Snacks', 'Western']",Kiosk or Stall,#01-12/13 Woodlands Mart Woodlands Avenue 6 730768
Bengawan Solo (Bendemeer),"['Desserts', 'Snacks']",Cafe,#01-585 Bendemeer Ville Bendemeer Road 330025
MOC Restaurant & Bar,['Vietnamese'],Bar or Pub, Hillcrest Park Greenwood Avenue 289198
Takagi Ramen Shop (AMK),['Japanese'],Kiosk or Stall,#01-01C AMK Ang Mo Kio Avenue 8 560721
Grillhood,"['Fusion', 'Western']",Cafe,#01-2661  Ang Mo Kio Avenue 5 560603
Chai Chee Noodle Village (Ang Mo Kio),['Chinese'],Kiosk or Stall, Fu Chan Coffee Shop Ang Mo Kio Avenue 6 560727
Seoul Garden (Northpoint City),"['Asian', 'Korean']",Restaurant,#03-05 Northpoint City Yishun Avenue 2 769098
Jack's Place Restaurant (Ang Mo Kio),"['American', 'Steak and Grills']",Restaurant,#01-4274 Ang Mo Kio Courts Ang Mo Kio Avenue 6 560730
Healthy Bean,['Desserts'],Kiosk or Stall,#01-16 Maxwell Food Centre Kadayanallur Street 069184
Yuen Long Hong Kong Pastry & Buns (Ang Mo Kio),['Chinese'],Kiosk or Stall,#01-2585  Ang Mo Kio Avenue 8 560709
The Coffee Bean & Tea Leaf (Singapore Expo 2),"['American', 'Desserts', 'Drinks', 'Western']",Cafe,#01-65 Singapore Expo 2 Expo Drive 486150
Stall #01-28,['Chinese'],Kiosk or Stall,#01-28 Eunos Crescent Market and Food Centre Eunos Crescent 402004
Drinks & Snacks,"['Drinks', 'Snacks']",Kiosk or Stall,"Stall F Comcentre Cafeteria Exeter Road, Comcentre Basement 2 239732"
Boon Keng Bread,[None],Hawker,#01-44 Upper Boon Keng Market And Food Centre Upper Boon Keng Road 380017
Fuman Seafood Zi Char (Woodlands),"['Asian', 'Chinese', 'Seafood', 'Singaporean', 'Zi Char']",Kiosk or Stall, 7 Stars Coffeeshop Woodlands Avenue 1 731570
Ivan's Carbina (Woodlands),"['Steak and Grills', 'Western']",Kiosk or Stall,#01-01 Lucky Star Coffeeshop Woodlands Avenue 5 730354
Chye Huat Food Stall,"['Chinese', 'Snacks']",Kiosk or Stall,#01-36 Eunos Crescent Market and Food Centre Eunos Crescent 402004
McDonald's (Hougang Avenue 8),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",Fast Food Place,#01-999  Hougang Avenue 8 530684
Al Falah Restaurant (Hougang),"['Halal', 'Indian']",Restaurant,#01-855  Hougang Avenue 8 530681
Mr Lorbak (Ubi),['Chinese'],Kiosk or Stall,#01-947 UBI 350 Ubi Avenue 1 400350
Tang Heng Huat,[None],Kiosk or Stall,#01-K6 Esplanade Mall Raffles Avenue 039802
Teo Soon Heng Goreng Pisang,['Malaysian'],Kiosk or Stall,#01-17 Market & Food Centre Clementi Avenue 3 120448
Grillhood,"['Fusion', 'Western']",Cafe,#01-2661  Ang Mo Kio Avenue 5 560603
Aji-ichi (SingPost Centre),['Japanese'],Restaurant,#01-114/115 Singapore Post Centre Eunos Road 8 408600
Chang Cheng Mee Wah Holdings,[None],Coffee Shop,#01-22  Upper Boon Keng Road 380005
Wonder Juice,['Drinks'],Hawker,#01-31 Aperia Mall Kallang Avenue 339509
Hougang 327 Kopi Point,[None],Coffee Shop,#01-156  Hougang Avenue 5 530327
QQ Rice (Woodlands MRT),"['Asian', 'Taiwanese']",Kiosk or Stall,#01-11 Woodlands MRT Station Woodlands Avenue 2 738343
Teppan-Ya,"['Asian', 'Japanese']",Restaurant," Mandarin Oriental, Singapore Raffles Avenue 039797"
Azabu Sabo Hokkaido Ice Cream (Central),['Desserts'],Kiosk or Stall,#01-46 Central Eu Tong Sen Street 059817
The Talking Cow,"['Steamboat', 'Thai']",Kiosk or Stall,#01-55  Bedok North Avenue 2 460418
Ri Ye Xiang Rojak,"['Asian', 'Halal', 'Local', 'Singaporean', 'Snacks']",Kiosk or Stall, The Kopitiam Clementi Avenue 3 120450
Lotus Vegetarian Restaurant,"['Asian', 'Chinese', 'Vegetarian']",Restaurant,#02-00 Quality Hotel Marlow Balestier Road 329926
West Grill Station (Ang Mo Kio),['Western'],Kiosk or Stall,#01-2843 Hdb-ang Mo Kio Ang Mo Kio Avenue 8 560722
Spinach Soup,['Chinese'],Kiosk or Stall,#01-59 Bendemeer Market And Food Centre Bendemeer Road 330029
PrimaDeli (Singapore Post Centre),['Desserts'],Confectionery or Bakery,#B1-164 Singapore Post Centre Eunos Road 8 408600
Hong Kong Zhai House of Dim Sum (Bedok),"['Asian', 'Chinese', 'Hong Kong']",Kiosk or Stall,#01-97  Bedok North Avenue 2 460418
Ah Lam Abalone Soup,['Chinese'],Kiosk or Stall,  Race Course Road 218700
Boon Kee Wanton Noodle,[None],Hawker,#01-40 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Shake Shake in a Tub (Our Tampines Hub),"['Desserts', 'Halal', 'Snacks']",Kiosk or Stall,#B1-44 Our Tampines Hub Tampines Avenue 5 520940
Choon Ming Bao Dian (Ang Mo Kio),"['Asian', 'Cantonese', 'Chinese']",Kiosk or Stall, Hdb-ang Mo Kio Ang Mo Kio Avenue 3 560122
Jing Ma Che (H.K) Roasted Porridge Noodle House,"['Chinese', 'Hong Kong']",Kiosk or Stall,  Yishun Avenue 5 760101
Fresco,['Drinks'],Kiosk or Stall,#B2-21 AMK Hub Ang Mo Kio Avenue 3 569933
Da Lian Traditional Noodle,"['Asian', 'Chinese']",Kiosk or Stall,  Balestier Road 329798
Wah Kee,['Chinese'],Kiosk or Stall,#01-81 Bendemeer Market and Food Centre Bendemeer Road 330029
 (Under Renovation) Boon Hiang Cooked Food,['Chinese'],Kiosk or Stall,#01-12 Pek Kio Market and Food Centre Cambridge Road 211041
Aussie Tucker,"['Australian', 'Western']",Cafe,  Serangoon Road 328147
Symphony Cafe Lounge,"['Beer', 'Drinks', 'Wine']",Restaurant,#03-02 Library@esplanade Raffles Avenue 039802
Qi Le Boneless Chicken Rice,['Chinese'],Kiosk or Stall,S-11 51 @ Amk Ang Mo Kio Avenue 3 569922
Long John Silver's (Northpoint City),"['American', 'Halal', 'Western']",Fast Food Place,#01-14 Northpoint City Yishun Avenue 2 769098
Baker Talent (Boon Keng),"['Snacks', 'Western']",Confectionery or Bakery,#01-591  Bendemeer Road 330025
Face Ban Mian (Clementi),['Chinese'],Kiosk or Stall,  Clementi Avenue 3 120450
Meng Kiat Prawn Noodles (Serangoon),['Chinese'],Kiosk or Stall,  Serangoon North Avenue 2 550151
McDonald's (Zhongshan Mall),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",Fast Food Place,#01-16 Zhongshan Mall Ah Hood Road 329984
Selera Rasa Nasi Lemak (Ang Mo Kio),"['Asian', 'Halal', 'Malaysian']",Kiosk or Stall,#01-2683  Ang Mo Kio Avenue 5 560603
Mary's Kafe,"['Eurasian', 'Nonya / Peranakan']",Cafe, Bendemeer Centre Bendemeer Road 339914
Sin Heng Kee Porridge (Chong Pang),['Chinese'],Restaurant,#01-19/21  Yishun Avenue 5 760101
Two Grill Guys,"['American', 'European', 'Italian', 'Western']",Restaurant,#01-01 Pearl Centre Eu Tong Sen Street 059813
Manna Cafe (Nanyang Polytechnic),"['Desserts', 'Western']",Cafe,Level 2 Block A Nanyang Polytechnic Ang Mo Kio Avenue 8 569830
Sumo Big Prawn Noodle,"['Japanese', 'Seafood']",Kiosk or Stall,#01-72 Market & Hawker Centre Ang Mo Kio Avenue 4 560628
The Butcher’s Wife,"['Beer', 'European', 'Western', 'Wine']",Bar or Pub, Yong Siak View Yong Siak Street 168650
Saizeriya (321 Clementi),"['European', 'Western']",Restaurant,#02-05/06/07 321 Clementi Clementi Avenue 3 129905
Lit Lit Sin Dessert,"['Chinese', 'Desserts', 'Singaporean']",Kiosk or Stall,#01-05 Bendemeer Market and Food Centre Bendemeer Road 330029
