Stall Name,Cuisine,Shop Type,Address
Mr Bean (Changi General Hospital),"['Desserts', 'Drinks', 'Snacks']",Kiosk or Stall,#01-02 Changi General Hospital Simei Street 3 529889
Mary Chia (Goldhill Centre),[None],Food Retailer, Goldhill Centre Thomson Road 307628
Lao Jiang Superior Soup (Bukit Timah),"['Chinese', 'Malaysian']",Restaurant,  Cheong Chin Nam Road 599727
Joo Seng Teochew Porridge,"['Asian', 'Chinese', 'Local', 'Singaporean', 'Teochew']",Cafe,  Cheong Chin Nam Road 599738
Stall 73,"['Asian', 'Chinese', 'Desserts', 'Local']",Kiosk or Stall,#02-73 Commonwealth Crescent Food Centre Commonwealth Crescent 149644
Mikawa Yakitori Bar (Bukit Timah),"['Asian', 'Japanese']",Restaurant,  Cheong Chin Nam Road 599745
Koon Huat Hot and Cold Drink,['Drinks'],Kiosk or Stall,#01-09 Telok Blangah Drive Food Centre Telok Blangah Drive 100079
Love Pal Cafe (SUTD),"['Asian', 'Western']",Cafe,#02-51 Singapore University Of Technology And Design (hostel) Changi South Avenue 1 485998
Tiann's,"['Desserts', 'Fruits & Drinks', 'Western']",Cafe,#01-35 Tiong Bahru Estate Seng Poh Road 160071
Al-Azhar Italian and Mediterranean Cuisine (Bukit Timah),"['Halal', 'Indian', 'Italian', 'Mediterranean']",Restaurant,  Cheong Chin Nam Road 599736
Evertop Hainanese Boneless Chicken Rice (Bedok North),"['Asian', 'Chinese', 'Hainanese', 'Halal']",Kiosk or Stall,#01-555  Bedok North Street 3 460537
Oasis Poolside Restaurant,['International'],Restaurant,Level 5 (Terrace Wing) Grand Hyatt Singapore Scotts Road 228211
Kinara (Changi Business Park),"['Asian', 'Indian', 'North Indian', 'Vegetarian']",Restaurant,#01-28 UE Bizhub East Changi Business Park Avenue 1 486017
Brotzeit (Westgate),"['Beer', 'European', 'German', 'Western', 'Wine']",Bar or Pub,#01-04 Westgate Gateway Drive 608532
Dian Xiao Er (Bedok Mall),"['Asian', 'Chinese']",Restaurant,#01-73/74 Bedok Mall New Upper Changi Road 467360
Yum Cha (Changi Business Park),"['Asian', 'Chinese']",Restaurant,#01-33 UE Bizhub EAST Changi Business Park Avenue 1 486017
Dian Xiao Er (Bedok Mall),"['Asian', 'Chinese']",Restaurant,#01-73/74 Bedok Mall New Upper Changi Road 467360
The Butcher’s Wife,"['Beer', 'European', 'Western', 'Wine']",Bar or Pub, Yong Siak View Yong Siak Street 168650
Table at 7,"['Indonesian', 'Modern European']",Restaurant,Level 3 Sim Management House Namly Avenue 267616
The Dim Sum Place,"['Asian', 'Cantonese', 'Dim Sum', 'Halal']",Restaurant,  North Bridge Road 198759
Pig N Whistle,"['Drinks', 'English', 'Vegetarian']",Bar or Pub,#01-08  Changi Road 419728
10 Scotts,"['European', 'International', 'Western', 'Wine']",Bar or Pub,Ground Floor Grand Hyatt Hotel Scotts Road 228211
Hanamco,"['Asian', 'Beer', 'English', 'European', 'Western']",Bar or Pub,#01-2045  Changi Village Road 500005
555 Villa Thai,"['Steamboat', 'Thai']",Restaurant,  Cosford Road 499550
Salad Affaire,['Western'],Kiosk or Stall, Ngee Ann Polytechnic (blk 23) Clementi Road 599489
Rong Chun Food Drink,['Fruits & Drinks'],Kiosk or Stall,#01-24 Blk 162 Ang Mo Kio Food Centre Ang Mo Kio Avenue 4 560162
La Cafe and Bar,"['Asian', 'Filipino', 'Western']",Restaurant,#01-06 Royal Square Novena Irrawaddy Road 329566
Tang Tea House (Simpang Bedok),"['Chinese', 'Dim Sum', 'Halal']",Restaurant,  Bedok Road 469545
Teck Huat Coffee Roti (Chong Boon Food Centre),[None],Kiosk or Stall,#01-11 Chong Boon Food Centre Ang Mo Kio Avenue 10 561453
District 10 Bar & Restaurant (UE Square),"['Beer', 'European', 'Italian', 'Pizza', 'Western', 'Wine']",Bar or Pub,#01-15/16/17 UE Square Clemenceau Avenue 239917
Soon Heng Fishball Noodle,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-124 Market & Hawker Centre (blk 11 Telok Blangah Crescent) Telok Blangah Crescent 090011
Jing Long Seafood Restaurant,"['Asian', 'Chinese']",Restaurant,#01-152  Bedok North Avenue 2 460412
Yat Lok Roasted Delight (Changi),['Chinese'],Kiosk or Stall,#02-04  Changi South Avenue 4 486116
Indian Tandoor Restaurant,"['Indian', 'North Indian']",Restaurant,#01-65 East Village Upper Changi Road 487048
Saltwater (Temporarily Closed),"['Asian', 'Halal', 'International', 'Seafood', 'Singaporean']",Cafe,Level 1 Village Hotel Changi Netheravon Road 508502
Bedok South Niu Ji Prawn Noodles,"['Chinese', 'Local', 'Singaporean']",Kiosk or Stall,#01-199 Bedok South Market and Food Centre Bedok South Road 460016
Pizzeria Lucia,"['Desserts', 'Drinks', 'Italian', 'Pizza']",Restaurant,#01-05 East Village Upper Changi Road 487048
Etna Italian Restaurant (East Coast),"['European', 'Italian', 'Western']",Restaurant,  Upper East Coast Road 455298
South Union Park,['Western'],Cafe,  Jalan Kembangan 419139
Strangers' Reunion,"['American', 'Western']",Cafe, Blair Plain Conservation Area Kampong Bahru Road 169356
Qing Xiang Lor Mee,"['Asian', 'Chinese']",Kiosk or Stall,#01-51 Fengshan Market and Food Centre Bedok North Street 4 460085
Saltwater (Temporarily Closed),"['Asian', 'Halal', 'International', 'Seafood', 'Singaporean']",Cafe,Level 1 Village Hotel Changi Netheravon Road 508502
Millie's Bottle Shop,['Wine'],Groceries & Liquor,  Changi South Avenue 2 486164
Boon Tong Kee (Bukit Timah),"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean', 'Zi Char']",Restaurant,  Cheong Chin Nam Road 599742
Kin-D,['Thai'],Restaurant, Boat Quay Conservation Area Circular Road 049391
Mo & Jo Sourdough Burgers,['Western'],Cafe,  Greenwood Avenue 289198
IKURA Japanese (East Village),['Japanese'],Restaurant,#01-01 East Village Upper Changi Road 487048
Juice Tales,"['Drinks', 'Fruits & Drinks', 'Juices']",Cafe,#01-08 Wis@changi Changi Road 419718
Boon Keng Road Fish Head Bee Hoon . Seafood Soup,"['Local', 'Singaporean']",Kiosk or Stall,#01-53  Bedok North Avenue 2 460416
Chateraise (Square 2),"['Desserts', 'Japanese']",Confectionery or Bakery,#01-36/41 Square 2 Sinaran Drive 307506
Bangkok Street Mookata (Hdb-bedok),"['Asian', 'Indochinese', 'Thai']",Kiosk or Stall,#01-125 Hdb-bedok Bedok North Street 4 460088
Bangkok Street Mookata (Hdb-bedok),"['Asian', 'Indochinese', 'Thai']",Kiosk or Stall,#01-125 Hdb-bedok Bedok North Street 4 460088
Anjappar Authentic Chettinaad Restaurant (Westgate),"['Indian', 'Indochinese', 'North Indian', 'South Indian']",Restaurant,#04-08 Westgate Shopping Mall Gateway Drive 608532
No Name Cheng Tng,"['Desserts', 'Singaporean']",Kiosk or Stall,  Bedok South Avenue 3 460069
Punjab Grill,"['Asian', 'Indian', 'North Indian']",Restaurant,#B1-01A The Shoppes at Marina Bay Sands Bayfront Avenue 018972
Morganfield's (Orchard Central),"['American', 'Western']",Restaurant,#11-03/04 Orchard Central Orchard Road 238896
Yan Ji Seafood Soup (Marsiling Mall Hawker Centre),['Chinese'],Kiosk or Stall,#01-26 Woodlands Sports Hall Woodlands Street 12 738620
Jia Ping Coffee & Tea Stall,"['Drinks', 'Juices']",Kiosk or Stall,#01-223 Bedok South Market and Food Centre Bedok South Road 460016
Chef Legend Seafood,"['Chinese', 'Seafood', 'Zi Char']",Restaurant,  Ang Mo Kio Avenue 10 560529
Coffeesmith (Westgate),"['Desserts', 'Drinks']",Cafe,#02-24 Westgate Gateway Drive 608532
Jacob's Cafe,['Western'],Cafe,#01-2049  Changi Village Road 500005
G7 Sinma Live Bull Frog Claypot Porridge (Cheong Chin Nam Rd),"['Asian', 'Chinese', 'Local', 'Singaporean']",Restaurant,  Cheong Chin Nam Road 599730
Indian Curry House (Bukit Timah),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Wine']",Bar or Pub,#01-03 Sixth Avenue Center Bukit Timah Road 279883
Juice Tales,"['Drinks', 'Fruits & Drinks', 'Juices']",Cafe,#01-08 Wis@changi Changi Road 419718
Cottontail Creamery,"['Desserts', 'Fruits & Drinks', 'Snacks']",Cafe,#01-378  Serangoon Avenue 3 550326
Rong Cheng Delight,"['Chinese', 'Local']",Kiosk or Stall,#01-45 Yuhua Village Market and Food Centre Jurong East Street 24 600254
Sing Yi (Pioneer Point),"['Asian', 'Chinese', 'Seafood']",Restaurant,#01-08 Pioneer Point Soon Lee Street 627607
Penang Fried Kway Teow,['Malaysian'],Kiosk or Stall,#01-08 Boon Keng Ville Upper Boon Keng Road 380017
Rui Xing Ka Fei Cha Shi (Block 216 Bedok North Street 1 Market & Food Centre),"['Drinks', 'Snacks']",Kiosk or Stall,#01-42 Blk 216 Bedok North St 1 Market and Food Centre Bedok North Street 1 460216
Anjappar Authentic Chettinaad Restaurant (The Signature),"['Indian', 'Indochinese', 'North Indian', 'South Indian']",Restaurant,#02-07 The Signature Changi Business Park Central 2 486066
Bedok North Street 1 Vegetarian Stall,"['Chinese', 'Snacks', 'Vegetarian']",Kiosk or Stall,#01-34 Blk 216 Bedok North St 1 Market and Food Centre Bedok North Street 1 460216
Tiann's,"['Desserts', 'Fruits & Drinks', 'Western']",Cafe,#01-35 Tiong Bahru Estate Seng Poh Road 160071
Stickies Bar @ Keng Cheow (Keng Cheow),"['Beer', 'Drinks', 'Western']",Bar or Pub,#01-10 The Riverside Piazza Keng Cheow Street 059608
Anjappar Authentic Chettinaad Restaurant (The Signature),"['Indian', 'Indochinese', 'North Indian', 'South Indian']",Restaurant,#02-07 The Signature Changi Business Park Central 2 486066
Mohamed Sultan Road Hot & Cold Cheng Tng,"['Asian', 'Chinese', 'Desserts']",Kiosk or Stall,#01-24 Zion Riverside Food Centre Zion Road 247792
AHB Restaurant,"['Asian', 'Fusion', 'Halal', 'Indian', 'North Indian', 'South Indian', 'Vegetarian']",Cafe,#01-2024  Changi Village Road 500001
Cali Park Avenue Changi,"['American', 'Beer', 'Drinks', 'Pizza', 'Western']",Cafe," Park Avenue Changi Hotel Changi Business Park Avenue 1, #01-01 486015"
Housemen Canteen,[None],Food Court or Canteen,#01-20-00 New Changi Hospital Simei Street 3 529889
fRoZ BAKERY (Bedok),['Western'],Cafe,#01-02  Bedok North Street 2 460128
Tang Tea House (Changi Village),"['Chinese', 'Dim Sum', 'Halal']",Restaurant,-  Lorong Bekukong 499173
Armoury Craft Beer and Steak,"['American', 'Beer', 'Cocktails', 'Drinks', 'Western']",Bar or Pub, South Beach Quarter Beach Road 189677
Nam Ping Cafe,['Fruits & Drinks'],Kiosk or Stall,#01-06 Teban Gardens Market and Food Centre Teban Gardens Road 601037
Maki-San (The Cathay),['Japanese'],Cafe,#B1-17/18 The Cathay Handy Road 229233
Indian Tandoor Restaurant,"['Indian', 'North Indian']",Restaurant,#01-65 East Village Upper Changi Road 487048
Subway (Yew Tee),"['American', 'Snacks', 'Western']",Cafe,#01-35 Yew Tee Point Choa Chu Kang North 6 689578
Hajime Tonkatsu & Ramen (myVillage@Serangoon Gardens),"['Asian', 'Desserts', 'Japanese']",Restaurant,#02-07/8/9 Myvillage At Serangoon Garden Maju Avenue 556679
So Pho (Clementi Mall),['Vietnamese'],Restaurant,#04-34 The Clementi Mall Commonwealth Avenue West 129588
Beer Factory,"['Indian', 'Western']",Bar or Pub,#01-07 Capital Square Church Street 049482
Chuan Lee Hot & Cold Drinks,['Drinks'],Kiosk or Stall,#01-30 Telok Blangah Drive Food Centre Telok Blangah Drive 100079
Charcoal Thai (321 Clementi Cinema Mall),"['Asian', 'Indochinese', 'Thai']",Restaurant,#02-08 321 Clementi Clementi Avenue 3 129905
ESCAPE,['Western'],Bar or Pub,Level 6 One Farrer Hotel Farrer Park Station Road 217562
Yummo Chow,"['Drinks', 'Western']",Cafe,  Purvis Street 188592
Tang Tea House (Jurong West),"['Chinese', 'Dim Sum', 'Halal']",Restaurant,#01-783  Jurong West Street 42 640414
Yuan Chun Famous Lor Mee,"['Asian', 'Chinese']",Kiosk or Stall,#02-79/80 Amoy Street Food Centre Maxwell Road 069111
Old Chang Kee (YewTee Point),"['Asian', 'Halal', 'Local', 'Singaporean', 'Snacks']",Kiosk or Stall,#01-37 YewTee Point Choa Chu Kang North 6 689578
Guan Kee Fish Soup,['Chinese'],Kiosk or Stall,#01-185 Yuhua Market and Hawker Centre Jurong East Avenue 1 600347
Dian Xiao Er (Jem),"['Asian', 'Chinese']",Restaurant,#03-08 Jem Jurong Gateway Road 608549
Alijiang Silk Road Cuisine,['Chinese'],Restaurant,#03-11B Vivocity Harbourfront Walk 098585
Fai Kee Fishhead Bee Hoon,"['Chinese', 'Seafood', 'Zi Char']",Kiosk or Stall,#02-74 Commonwealth Crescent Market Commonwealth Crescent 140119
Maison Kayser (Raffles Place),"['Desserts', 'European', 'French', 'Fusion', 'Western']",Cafe,#01-01 Raffles Place OCBC Center Chulia Street 049514
Beach Road Fish Head Bee Hoon,"['Chinese', 'Local', 'Seafood']",Kiosk or Stall,#01-46 Whampoa Drive Makan Place Block 91 Whampoa Drive 320091
Trattoria da Mimmo,['Italian'],Restaurant, Clover Park Clover Way 579078
House of Cheng Teng,['Desserts'],Kiosk or Stall,#01-11 Blk 724 Ang Mo Kio Market & Food Centre Ang Mo Kio Avenue 6 560724
Chuān @ the Sixtieth,['Drinks'],Bar or Pub,#60-01 UOB Plaza 1 Raffles Place 048624
Cherry Garden,"['Asian', 'Cantonese', 'Chinese', 'Dim Sum']",Restaurant,5F Mandarin Oriental Singapore Raffles Avenue 039797
7th Heaven KTV & Cafe,"['Desserts', 'Pizza', 'Snacks']",Cafe,#03-02 SAFRA Tampines Tampines Street 92 528882
TCC - The Connoisseur Concerto (Circular Road),"['American', 'Desserts', 'Western']",Cafe, Boat Quay Conservation Area Circular Road 049406
Mei Ling Street Wanton Noodles,"['Chinese', 'Singaporean']",Kiosk or Stall,#02-32 Mei Chin Road Market Mei Chin Road 140159
Subway (Yew Tee),"['American', 'Snacks', 'Western']",Cafe,#01-35 Yew Tee Point Choa Chu Kang North 6 689578
HSY3 Bistro Pub (Raffles Place),"['Beer', 'Drinks', 'Fusion', 'Seafood', 'Wine']",Bar or Pub,  Circular Road 049403
Fuman Seafood Zi Char (Chua Chu Kang),"['Asian', 'Chinese', 'Seafood', 'Singaporean', 'Zi Char']",Kiosk or Stall,- Keat Hong Colours Choa Chu Kang Avenue 7 680810
Segafredo Zanetti Espresso (China Square),"['European', 'Italian', 'Western']",Cafe,#01-06 China Square Telok Ayer Street 048441
Three Meals A Day,"['Asian', 'Korean']",Restaurant,  Chun Tin Road 599599
Hock Guan Hing Coffee Stall,['Drinks'],Kiosk or Stall,#01-92 Ang Mo Kio Avenue 4 Block 628 Market & Food Centre Ang Mo Kio Avenue 4 560628
Long John Silver's (Lot One Shoppers' Mall),"['American', 'Halal', 'Western']",Fast Food Place,#B1-12/13 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Domino's Pizza (Bukit Timah),"['American', 'European', 'Halal', 'Italian', 'Western']",Fast Food Place,  Chun Tin Road 599595
Down Under Connection,"['Beer', 'Drinks']",Bar or Pub,#19-04 Orchard Towers - Rear Block Claymore Drive 229594
Yon Yan (West Coast Market Square 726),['Local'],Kiosk or Stall,#01-191 West Coast Market Square 726 Clementi West Street 2 120726
Banana Leaf BBQ Seafood,"['Asian', 'Local', 'Seafood', 'Singaporean']",Cafe,#01-271  Clementi Avenue 4 120450
Fish Mart Sakuraya (West Coast Plaza),"['Asian', 'Japanese']",Groceries & Liquor,#B1-50 West Coast Plaza West Coast Road 127371
Peng Guan (Peng Guan (Chinatown Complex)),['Local'],Food Retailer,#02-36 Chinatown Complex Smith Street 050335
Swisslink Bakery & Cafe (Clementi),['Snacks'],Cafe,#01-07  Clementi Street 11 120109
Jie Ji Fishhead Bee Hoon,['Chinese'],Kiosk or Stall,#01-18 Telok Blangah Drive Food Centre Telok Blangah Drive 100079
Tai Chong Coffee Stall,"['Drinks', 'Juices']",Kiosk or Stall,#01-28 Ghim Moh Market and Food Centre Ghim Moh Road 270020
West Co'z Cafe (West Coast Plaza),"['Chinese', 'Halal', 'Local', 'Singaporean', 'Thai']",Cafe,#02-23 West Coast Plaza West Coast Road 127371
Rasa Istimewa Woodlands Waterfront Restaurant,"['Halal', 'Seafood', 'Western']",Restaurant, Woodlands Waterfront Park Admiralty Road West 757445
Citrus By The Pool,"['Asian', 'Fusion', 'Halal', 'Western']",Restaurant, Woodlands Swimming Complex Woodlands Street 13 738600
The Rotisserie (Claymore Connect),"['American', 'Western']",Restaurant,#02-01/17 Claymore Connect Orchard Road 238879
Westlake (Queen's Road),"['Asian', 'Chinese', 'Hokkien', 'Local', 'Singaporean']",Restaurant,#02-139  Queen's Road 260004
Ah Pang Steamboat Seafood,"['Chinese', 'Seafood', 'Steamboat', 'Zi Char']",Kiosk or Stall,#02-21 Mei Chin Road Market Mei Chin Road 140159
Family Stove + Family Wok,"['Asian', 'Chinese', 'Local', 'Singaporean']",Cafe,#02-01 Eateries Paradise Orchard Towers Claymore Drive 229594
Yong Lai Fa Shu Shi,['Chinese'],Kiosk or Stall,#01-66 79/79A Circuit Road Food Centre Circuit Road 370079
Mel's Place Bar & Bistro (East Coast),"['Asian', 'Beer', 'Pizza', 'Western', 'Wine']",Bar or Pub,  Kuo Chuan Avenue 426897
Cupplets,['Desserts'],Cafe,#01-03 Ngee Ann Polytechnic Clementi Road 599489
Stickies Bar @ Sunset Lane (Sunset Lane),"['Beer', 'Drinks', 'Western']",Bar or Pub,#01-50 Sunset Way Residence Clementi Street 12 120106
Family Muslim Food Stall,"['Halal', 'Malaysian']",Kiosk or Stall,#01-69 Clementi Avenue 2 Market & Food Centre (u/c) Clementi Avenue 2 120353
Fuman Seafood Zi Char (Chua Chu Kang),"['Asian', 'Chinese', 'Seafood', 'Singaporean', 'Zi Char']",Kiosk or Stall,- Keat Hong Colours Choa Chu Kang Avenue 7 680810
Eighteen Chefs (Yew Tee Point),"['European', 'Halal', 'Italian', 'Western']",Restaurant,#B1-29/30 Yew Tee Point Choa Chu Kang North 6 689578
Señor Taco (Orchard Towers),"['Beer', 'Latin American', 'Mexican', 'Wine']",Bar or Pub,#01-06 Orchard Towers Claymore Drive 229594
Si Chuan Dou Hua Restaurant (UOB Plaza),"['Asian', 'Cantonese', 'Chinese', 'Sichuan']",Restaurant,#60-01 UOB Plaza Raffles Place 048624
Sin Bee Keng Restaurant,"['Asian', 'Chinese', 'Zi Char']",Restaurant,#01-310  Whampoa Drive 320074
Third Place (JTC Cleantech One),"['American', 'Asian', 'Drinks', 'Fusion', 'Western']",Bar or Pub,#02-32 Cleantech One Cleantech Loop 637141
Naga Imo Omakase Experience (Level 1),['Japanese'],Restaurant,Level 1 Telok Ayer Conservation Area Club Street 069450
89 Carrot Cake,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-102 Circuit Road Hawker Centre Circuit Road 370089
Al-Azhar Eating Restaurant (Bukit Timah),"['Malaysian', 'North Indian', 'South Indian', 'Thai', 'Western']",Restaurant,  Cheong Chin Nam Road 599736
Lin Rooftop Bar (Temporarily Closed),"['Asian', 'Cocktails', 'Drinks']",Bar or Pub, Rooftop @ Link Hotel Tiong Bahru Road 168733
Savanh Bistro & Lounge,"['Asian', 'Chinese', 'Indochinese', 'Wine']",Bar or Pub,1st Floor  Club Street 069424
Prata Alley,['Indian'],Restaurant,#01-12 321 Clementi Clementi Avenue 3 129905
Romulus (Clementi),"['Fusion', 'Western']",Cafe, Ngee Ann Polytechnic Clementi Road 599489
Oriental Chinese Restaurant,"['Asian', 'Chinese', 'Sichuan']",Restaurant,  New Bridge Road 059425
Buttercake n Cream,"['Beer', 'English', 'European', 'Fusion', 'Italian', 'Seafood', 'Western', 'Wine']",Cafe,#01-52 Sunset Way Clementi Street 12 120106
Cacio e Pepe Restaurant,"['European', 'Italian', 'Western']",Restaurant,  Chu Lin Road 669890
You Ji (Newton Circus Food Centre),['Chinese'],Kiosk or Stall,#01-09 Newton Circus Food Centre Clemenceau Avenue North 229495
Kovan Chwee Kueh,"['Chinese', 'Snacks']",Kiosk or Stall,#01-64 Bendemeer Market and Food Centre Bendemeer Road 330029
Window on the Park,"['Asian', 'Seafood', 'Singaporean']",Restaurant,Level 2 Holiday Inn Singapore Orchard City Centre Cavenagh Road 229616
Siam Kitchen (Lot One Shoppers' Mall),"['Asian', 'Halal', 'Indochinese', 'Thai']",Restaurant,#02-25 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Whampoa Food Street Fish Head Steamboat - Rangoon Road (Queen of Wok) (Rangoon Rd),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Steamboat']",Restaurant,  Rangoon Road 218396
Soon Lee (Clementi Avenue 3),"['Chinese', 'Snacks']",Kiosk or Stall,#01-26 Clementi Avenue 3 Clementi Avenue 3 120448
Delifrance (Lot One Shoppers' Mall),"['French', 'Snacks']",Cafe,#03-K14A Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Tang Tea House (Simpang Bedok),"['Chinese', 'Dim Sum', 'Halal']",Restaurant,  Bedok Road 469545
Lorong Ah Soo Chew Kee,"['Chinese', 'Snacks']",Kiosk or Stall,#01-139 Cheng San Market and Cooked Food Centre Ang Mo Kio Avenue 10 560527
Byblos Grill,['Lebanese'],Restaurant,  Bussorah Street 199435
UpperCrust (Circular Road),"['Vegetarian', 'Western']",Cafe,  Circular Road 049418
Yong Lai Fa Ji Cooked Food,['Chinese'],Kiosk or Stall,#01-648 Circuit Road Food Centre Circuit Road 370079
Cai Chuan Tou Mutton Soup,"['Chinese', 'Local']",Kiosk or Stall,#01-51 Bukit Merah View Hawker Centre Bukit Merah View 151115
Fusion Spoon (Botanic Gardens),"['Asian', 'European', 'Italian', 'Local', 'Western']",Restaurant,"#B1-00 Botany Centre,Singapore Botanic Gardens, Tanglin Gate Cluny Road 259569"
Lor Duck (Clementi Mall),"['Asian', 'Chinese']",Restaurant,#B1-08/09 The Clementi Mall Commonwealth Avenue West 129588
KOOKS Creamery (Serangoon),"['Desserts', 'Snacks']",Cafe,#01-02 Hdb-chuan Estate Serangoon Avenue 4 550211
"Soon Lee Prawn Mee, Lor Mee",['Chinese'],Kiosk or Stall,#01-131 Cheng San Market and Cooked Food Centre Ang Mo Kio Avenue 10 560527
Chun Ji Wantan Mee,"['Asian', 'Cantonese', 'Chinese']",Cafe,#01-1200  Stirling Road 140164
Seng Kee Mushroom Minced Pork Noodle,"['Asian', 'Chinese']",Kiosk or Stall,Stall 4 Serangoon Garden Market Serangoon Garden Way 555945
Ananas Cafe,"['Chinese', 'Halal', 'Local', 'Malaysian']",Kiosk or Stall,#01-14/15 Choa Chu Kang Xchange Choa Chu Kang Avenue 4 689810
Bread King,['Western'],Confectionery or Bakery,  Burghley Drive 559020
Botanico at The Garage,"['European', 'Mediterranean', 'Western']",Restaurant,Level 2 The Garage (Singapore Botanic Gardens) Cluny Park Road 257488
District 10 Bar & Restaurant (UE Square),"['Beer', 'European', 'Italian', 'Pizza', 'Western', 'Wine']",Bar or Pub,#01-15/16/17 UE Square Clemenceau Avenue 239917
Senso Ristorante & Bar,"['European', 'Italian', 'Western', 'Wine']",Bar or Pub,#01-01  Club Street 069410
Hong Kong Street Zhen Ji (Ang Mo Kio 158),"['Cantonese', 'Chinese', 'Zi Char']",Kiosk or Stall,#01-590  Ang Mo Kio Avenue 4 560158
Heng Carrot Cake,"['Asian', 'Chinese', 'Local']",Hawker,#01-28 Newton Food Centre Clemenceau Avenue North 229495
iSTEAKS Diner (MyVillage),['Western'],Restaurant,#02-03/04/05/06 Myvillage At Serangoon Garden Maju Avenue 556679
Dong Bei Cai Guan,"['Chinese', 'Dongbei']",Restaurant,#01-03  Mosque Street 059498
Kim Chuan Cooked Food,['Chinese'],Kiosk or Stall,#01-301 Marine Parade Food Centre Marine Terrace 441050
Wogwok Holdings Llp,[None],Cafe,#21-14  West Coast Crescent 128047
Teochew Fishball,"['Asian', 'Chinese', 'Local', 'Teochew']",Kiosk or Stall,#01-15 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Ananas Cafe,"['Chinese', 'Halal', 'Local', 'Malaysian']",Kiosk or Stall,#01-14/15 Choa Chu Kang Xchange Choa Chu Kang Avenue 4 689810
Pho Street (Keat Hong Community Club),"['Asian', 'Snacks', 'Vietnamese']",Kiosk or Stall,#01-03 Keat Hong Community Club Choa Chu Kang Loop 689687
Stickies Bar @ Keng Cheow (Keng Cheow),"['Beer', 'Drinks', 'Western']",Bar or Pub,#01-10 The Riverside Piazza Keng Cheow Street 059608
Gong He Guan (Kreta Ayer Conservation Area),"['Asian', 'Cantonese', 'Chinese']",Kiosk or Stall, Kreta Ayer Conservation Area Upper Cross Street 058337
Hakka Noodles,"['Asian', 'Chinese', 'Sichuan']",Kiosk or Stall,#02-15 Holland Drive Market & Food Centre Holland Drive 270044
Señor Taco (Orchard Towers),"['Beer', 'Latin American', 'Mexican', 'Wine']",Bar or Pub,#01-06 Orchard Towers Claymore Drive 229594
Whampoa Food Street Fish Head Steamboat - Rangoon Road (Queen of Wok) (Rangoon Rd),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Steamboat']",Restaurant,  Rangoon Road 218396
Yong Fa Hainanese Curry Rice & Curry Fish Head,"['Asian', 'Chinese', 'Mexican', 'Seafood']",Kiosk or Stall,#01-23 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
The Rebel Company Cafe & Bar,[None],Restaurant, Serangoon Garden Estate Kensington Park Road 557263
Beng Thin Hoon Kee Restaurant (Raffles Place),"['Asian', 'Chinese', 'Hokkien']",Restaurant,#05-02 OCBC Centre Chulia Street 049513
Siglap Chwee Kuey,"['Chinese', 'Dim Sum', 'Snacks']",Kiosk or Stall,#01-98 Circuit Road Hawker Centre Circuit Road 370089
Crab Song,['Chinese'],Restaurant,  Smith Street 058930
Zheng Zong Tiong Bahru Chwee Kueh,"['Chinese', 'Desserts', 'Dim Sum', 'Snacks']",Kiosk or Stall,#01-11 Bedok Reservoir Road Food Centre Bedok Reservoir Road 470630
Eng Ho Fried Hokkien Prawn Mee,"['Asian', 'Chinese', 'Hokkien']",Kiosk or Stall,#01-34 Teck Ghee Square Food Centre Ang Mo Kio Avenue 10 560409
Tang Tea House (Simpang Bedok),"['Chinese', 'Dim Sum', 'Halal']",Restaurant,  Bedok Road 469545
Hanwoori Korean Restaurant,['Korean'],Restaurant,  Serangoon Garden Way 555972
Al-Ameen Eating House (Chu Lin Park),"['Asian', 'Indian', 'Indochinese']",Cafe,  Chu Lin Road 669893
McDonald's (Lot One Shoppers' Mall),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",Fast Food Place,#01-20 Lot One Shoppers' Mall Choa Chu Kang Avenue 4 689812
Master Crab Seafood Restaurant,"['Asian', 'Chinese', 'Local', 'Zi Char']",Kiosk or Stall,#01-31  Choa Chu Kang Avenue 3 680475
Xing Nasi Lemak/Fried Bee Hoon,['Chinese'],Kiosk or Stall,#01-02 Telok Blangah Drive Food Centre Telok Blangah Drive 100079
Oven & Fried Chicken (Bukit Timah),['Korean'],Restaurant,  Chun Tin Road 599603
Springleaf Prata Place (Clementi),"['Halal', 'Indian']",Kiosk or Stall,#01-64  Clementi Street 12 120106
Chong Pang Nasi Lemak,"['Asian', 'Chinese']",Kiosk or Stall, Sembawang Park Sembawang Road 758404
The Tipsy Cow (Burghley),"['Drinks', 'Pizza', 'Snacks', 'Western']",Bar or Pub, Burghley Lifestyle Hub Burghley Drive 559022
Chuan Ming Fu Hotpot,"['Chinese', 'Steamboat']",Restaurant,  Teck Chye Terrace 545728
