Stall Name,Cuisine,Shop Type,Address
Madame Fan,['Chinese'],Restaurant, The NCO Club Beach Road 189764
Hill View Yong Tau Foo,"['Chinese', 'Singaporean']",Kiosk or Stall,#02-18 Mei Chin Road Market Mei Chin Road 140159
S.I Muslim Food,"['Indian', 'South Indian']",Kiosk or Stall, Frankie's Place Coffeeshop Bishan Street 24 570280
UNICE (Northpoint City),"['Desserts', 'Fruits & Drinks']",Kiosk or Stall,#B2-135 Northpoint City Yishun Avenue 2 769098
The Manhattan Fish Market (Northpoint City),"['American', 'Halal', 'Seafood', 'Western']",Restaurant,#02-07 Northpoint City Yishun Avenue 2 769098
Mei Ling Street Wanton Noodles,"['Chinese', 'Singaporean']",Kiosk or Stall,#02-32 Mei Chin Road Market Mei Chin Road 140159
Tsuen Wan Pavilion,"['Asian', 'Chinese']",Cafe,  Keong Saik Road 089172
Famous Bedok Kway Chap,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-26 Whampoa Makan Place Whampoa Drive 320090
Studio@Bencoolen,"['Beer', 'Cocktails', 'Drinks', 'Wine']",Bar or Pub,#01-02 Hotel Bencoolen Bencoolen Street 189626
Bangkok Street Mookata (Jalan Kuras),['Thai'],Restaurant,  Jalan Kuras 577728
Paddy Hills,"['Asian', 'Australian', 'Western']",Cafe,  South Buona Vista Road 118164
Pondok Indah,"['Indonesian', 'Malaysian']",Kiosk or Stall,#01-07 Bedok Reservoir Market & Food Centre Bedok Reservoir Road 470630
Wan Hao Chinese Restaurant,"['Asian', 'Cantonese', 'Chinese', 'Dim Sum']",Restaurant,3F Singapore Marriott Tang Plaza Hotel Orchard Road 238865
IKURA Japanese (East Village),['Japanese'],Restaurant,#01-01 East Village Upper Changi Road 487048
Meatsmith (Telok Ayer),"['American', 'Barbecue', 'Western']",Restaurant, Telok Ayer Conservation Area Telok Ayer Street 068620
Seng Kee Cooked Food,['Chinese'],Kiosk or Stall,#01-69 Beo Crescent Market & Food Centre Beo Crescent 169982
Knead To Eat,"['Desserts', 'Snacks']",Kiosk or Stall,#01-30 UE BizHub East North Tower Changi Business Park Avenue 1 486017
McDonald's (Changi City Point),"['American', 'Desserts', 'Halal', 'Snacks', 'Western']",Fast Food Place,#01-10/11 Changi City Point Changi Business Park Central 1 486038
Food on Fire,"['Asian', 'Beer', 'Indian', 'North Indian']",Bar or Pub,#01-07 Capital Square 3 Church Street 049482
Siam Square Mookata (Woodlands Ave 9),"['Barbecue', 'Steamboat', 'Thai']",Kiosk or Stall,-  Woodlands Industrial Park E9 757048
Spicy Thai - Thai Cafe,"['Asian', 'Steamboat', 'Thai']",Cafe,#01-01  Bedok North Street 1 460218
Spicy Thai - Thai Cafe,"['Asian', 'Steamboat', 'Thai']",Cafe,#01-01  Bedok North Street 1 460218
Starbucks (Bishan Community Club),"['American', 'European', 'Western']",Cafe,#01-02 Bishan Community Club Bishan Street 13 579799
85 Guan Guan Seafood,"['Chinese', 'Seafood']",Kiosk or Stall,#01-498 Siglap Lucky Valley Bedok South Avenue 3 460069
Wine Connection Tapas Bar & Bistro (Robertson Walk),"['Fusion', 'Western']",Restaurant,#01-19/20 Robertson Walk Unity Street 237995
Ya-Mahyuddin Al-Jailani Restaurant,"['Asian', 'Indian', 'South Indian']",Restaurant,#01-01 Blair Plain Shop Houses Kampong Bahru Road 169382
Nalan Restaurant (Capitol Piazza),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Vegetarian']",Restaurant,#B2-54 Capitol Piazza Stamford Road 178905
Ubin First Stop Restaurant (Lorong Bekukong),"['Asian', 'Chinese', 'Local', 'Seafood', 'Singaporean']",Restaurant,  Lorong Bekukong 499173
Tong Shui Desserts,"['Asian', 'Desserts']",Cafe,#02-49 People's Park Centre Upper Cross Street 058357
Sakunthala's Food Palace (Race Course Road),"['Asian', 'Chinese', 'Halal', 'Indian', 'North Indian', 'South Indian']",Restaurant,  Race Course Road 218570
Sabaidee,"['Chinese', 'Steamboat', 'Thai']",Restaurant,#01-01 Blair Plain Houses Kampong Bahru Road 169355
LeNu Chef Wai's Noodle Bar (Northpoint City),"['Chinese', 'Taiwanese']",Restaurant,#B1-101 Northpoint City Yishun Avenue 2 769098
Beach Road Kitchen,"['International', 'Local', 'Seafood']",Restaurant,(Access via Nicoll Highway) JW Marriott Hotel Singapore South Beach Beach Road 189763
O'brien's Irish Sandwich Bars,['Western'],Cafe,#01-05 Biopolis Biopolis Street 138671
Burp Kitchen & Bar (Bedok Reservoir),"['American', 'Beer', 'Drinks', 'Fusion', 'Mexican']",Bar or Pub,#01-3165 Reservoir Village Bedok Reservoir Road 470740
Mr Bean (Bedok Mall),"['Desserts', 'Drinks', 'Snacks']",Kiosk or Stall,#B2-K2 Bedok Mall New Upper Changi Road 467360
Song Fa Bak Kut Teh (UE BizHub East),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Teochew']",Restaurant,#01-38 Ue Bizhub East Changi Business Park Avenue 1 486017
Bliss Garden Restaurant,"['Asian', 'Chinese']",Restaurant,#02-01 Singapore Expo Centre Expo Drive 486150
Curry Nations,['Indian'],Restaurant,"#01-05 Nucleos Building, North Tower Biopolis Road 138567"
Ryan's Grocery,"['Australian', 'European']",Kiosk or Stall, Binjai Park Binjai Park 589831
Food on Fire,"['Asian', 'Beer', 'Indian', 'North Indian']",Bar or Pub,#01-07 Capital Square 3 Church Street 049482
The Burning Oak,['Western'],Kiosk or Stall,#02-16 Bedok Market Place Bedok Road 469560
ABC Herbal Claypot Bak Kut Teh,['Local'],Kiosk or Stall,#01-01 Midview City Food Court Sin Ming Lane 573960
Yong Siang Chicken Rice,"['Chinese', 'Hainanese', 'Singaporean']",Kiosk or Stall,#01-65 Bendemeer Market and Food Centre Bendemeer Road 330029
71 Hot & Cold Drink,"['Drinks', 'Juices', 'Local']",Kiosk or Stall,#01-71 Beo Crescent Market & Food Centre Beo Crescent 169982
Lynda Ann Cakes for Friends,['Desserts'],Confectionery or Bakery,#01-98  Bedok North Street 2 460122
Mr Pnut (Bishan Street),"['Local', 'Singaporean']",Confectionery or Bakery,#01-211  Bishan Street 22 570284
Akira Back,"['Japanese', 'Korean']",Restaurant,Level B1M (Access via Nicoll Highway) JW Marriott Hotel Singapore South Beach Beach Road 189763
Choi Weng Ngai,"['Asian', 'Chinese']",Cafe,#04-13 Pearl's Centre Eu Tong Sen Street 059812
Jing Long Seafood Restaurant,"['Asian', 'Chinese']",Restaurant,#01-152  Bedok North Avenue 2 460412
Coffee Culture,"['Asian', 'Indonesian', 'Malaysian', 'Western']",Cafe,#01-06 Nanos Biopolis Way 138669
Zhen Zhen Hainanese Chicken Rice,"['Chinese', 'Hainanese']",Kiosk or Stall,#01-01 Pearl's Centre Eu Tong Sen Street 059812
Paik's Bibimbap (Bedok Mall),"['Fusion', 'Korean']",Fast Food Place,#01-95 Bedok Mall New Upper Changi Road 467360
No Name Hainanese Curry Rice,"['Asian', 'Chinese', 'Hainanese']",Kiosk or Stall,  Beo Crescent 160040
Daawat Tandoori Restaurant (Upper Thomson Rd),"['Asian', 'Indian', 'North Indian', 'South Indian']",Restaurant, Yew Lian Park Upper Thomson Road 574346
Hua Zai Roasted Delights,['Chinese'],Restaurant,#01-40 Woodlands Recreation Centre Woodlands Industrial Park E7 757177
"Teochew Kway Chap, Rice, Porridge","['Chinese', 'Teochew']",Kiosk or Stall,#01-19 Bendemeer Market and Food Centre Bendemeer Road 330029
A One Restaurant,"['Asian', 'Indian', 'South Indian', 'Vegetarian']",Restaurant,  Birch Road 219886
Seng Bee Hainanese Chicken Rice,"['Chinese', 'Snacks']",Kiosk or Stall,#01-31 Ang Mo Kio Market & Food Centre Ang Mo Kio Avenue 6 560724
Springleaf Prata Place (Jalan Tua Kong),"['Asian', 'Halal', 'Indian', 'Vegetarian']",Restaurant, South Union Park Jalan Tua Kong 457253
Bernard's Kitchen,['Western'],Kiosk or Stall,10 Loyang Point All Family Food Court Pasir Ris Street 21 510258
Century Village Eating House,['Seafood'],Coffee Shop,#01-2152  Bedok Industrial Park E 489980
Bodacious Bar & Bistro,"['American', 'Beer', 'Desserts', 'Drinks', 'Western']",Bar or Pub,#01-02/03/04/05  Biopolis Street 138547
Bedok Chwee Kueh,"['Chinese', 'Local']",Kiosk or Stall,#01-32 Clementi 448 Market & Food Centre Clementi Avenue 3 120448
Uncle Joe Western Grill (Bedok North),"['Steak and Grills', 'Western']",Kiosk or Stall,#01-435  Bedok North Street 1 460204
Jin Hock Seafood (Bedok),"['Chinese', 'Seafood']",Kiosk or Stall,#01-152  Bedok North Avenue 2 460412
Black Fairy Coffee,"['Drinks', 'Western']",Cafe,  Tyrwhitt Road 207553
Percolate,['Western'],Cafe,#01-152B Hdb-bedok Bedok North Avenue 3 460136
Greenwitch (Changi),"['Vegetarian', 'Western']",Cafe,#01-24A Plaza 8 Changi Business Park Crescent 486025
O'Briens Irish Sandwich Bar (Biopolis),"['European', 'Irish', 'Western']",Cafe,#01-05 Biopolis @ One-North Matrix Biopolis Street 138671
Momoya,"['Asian', 'Japanese']",Restaurant, Picardy Gardens Jalan Pari Burong 488682
Starbucks (Changi City Point),"['American', 'European', 'Western']",Cafe,#01-25 Changi City Point Changi Business Park Central 1 486038
Subway (Junction 8 Shopping Centre),"['American', 'Snacks', 'Western']",Cafe,#01-31 Junction 8 Shopping Centre Bishan Place 579837
Bangkok Street Mookata (Teck Ghee Heartlands),"['Asian', 'Indochinese', 'Thai']",Kiosk or Stall,#01-1149 Teck Ghee Heartlands Ang Mo Kio Avenue 10 560421
Indian Curry House (Bukit Timah),"['Asian', 'Indian', 'North Indian', 'South Indian', 'Wine']",Bar or Pub,#01-03 Sixth Avenue Center Bukit Timah Road 279883
Tippling Club,"['Asian', 'European', 'International', 'Italian', 'Western', 'Wine']",Bar or Pub,  Tanjong Pagar Road 088462
Meatsmith (Telok Ayer),"['American', 'Barbecue', 'Western']",Restaurant, Telok Ayer Conservation Area Telok Ayer Street 068620
Uncle Joe Western Grill (Bedok North),"['Steak and Grills', 'Western']",Kiosk or Stall,#01-435  Bedok North Street 1 460204
Din Tai Fung (Junction 8),"['Asian', 'Chinese', 'Shanghainese', 'Taiwanese']",Restaurant,#01-41 Junction 8 Shopping Centre Bishan Place 579837
Tian Yi Vegetarian Food,"['Asian', 'Chinese', 'Vegetarian']",Kiosk or Stall,#01-143 Cheng San Market and Cooked Food Centre Ang Mo Kio Avenue 10 560527
Guang Liang Cooked Food,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-35 Bedok Reservoir Road Food Centre Bedok Reservoir Road 470630
Grill Werkz (Bedok),['Western'],Kiosk or Stall,  Bedok Industrial Park E 489980
Dian Xiao Er (Bedok Mall),"['Asian', 'Chinese']",Restaurant,#01-73/74 Bedok Mall New Upper Changi Road 467360
Koo Kee Yong Tow Foo Mee (Bishan),"['Asian', 'Chinese']",Kiosk or Stall,#01-522  Bishan Street 13 570511
Crossings Cafe,"['Asian', 'European', 'Greek', 'Italian', 'Local', 'Mediterranean', 'Singaporean']",Cafe,#01-01  Waterloo Street 187954
Soon Huat Bak Kut Teh (Bedok Shopping Complex),"['Asian', 'Chinese', 'Malaysian']",Restaurant, Bedok Shopping Complex Bedok Road 469460
Percolate,['Western'],Cafe,#01-152B Hdb-bedok Bedok North Avenue 3 460136
Sin Bedok North BBQ Chicken Wings,"['Chinese', 'Seafood', 'Snacks']",Kiosk or Stall,#01-12 Fengshan Market and Food Centre Bedok North Street 4 460085
Tsukada Nojo (Thomson Plaza),"['Asian', 'Japanese']",Restaurant,#03-50 Thomson Plaza Upper Thomson Road 574408
The Dim Sum Place,"['Asian', 'Cantonese', 'Dim Sum', 'Halal']",Restaurant,  North Bridge Road 198759
Stage,"['Beer', 'Cocktails', 'Drinks', 'Pizza', 'Western']",Bar or Pub,  Prinsep Street 188664
The Burning Oak,['Western'],Kiosk or Stall,#02-16 Bedok Market Place Bedok Road 469560
Lang Nuong Vietnam,"['Asian', 'Indochinese', 'Vietnamese']",Restaurant,  Foch Road 209260
Nassim Hill Bakery Bistro Bar,"['Desserts', 'Pizza', 'Snacks', 'Western']",Cafe,#01-03 Tanglin Post Office Tanglin Road 247964
Char-Grill Bar (Bishan),"['American', 'French', 'Italian', 'Western']",Kiosk or Stall,#01-24  Bishan Street 24 570280
The Lawn Salad & Grill Café,['Western'],Restaurant,#01-07 Nanos Biopolis Way 138669
The Landmark,"['Asian', 'Halal', 'Indian', 'Mediterranean', 'Western']",Restaurant,#05-01 The Golden Landmark Victoria Street 188061
So Good Bakery (Midview City),"['Desserts', 'Snacks']",Cafe,#01-121 Midview City Sin Ming Lane 573956
Tete-a-Tete,['Desserts'],Cafe,#01-01 Nucleos Biopolis Road 138567
Chong Pang Huat (Bedok),"['Chinese', 'Western']",Kiosk or Stall,#01-19 Fengshan Market and Food Centre Bedok North Street 4 460085
Xiao Long Kan Hotpot (Bedok),"['Chinese', 'Sichuan', 'Steamboat']",Restaurant,#01-02/03  New Upper Changi Road 464208
IJ's Yummy Punjaby,"['Asian', 'Indian', 'North Indian']",Restaurant,#01-07 Alexandra Central Alexandra Road 159971
Dian Xiao Er (Junction 8),"['Asian', 'Chinese']",Restaurant,#B1-07 Junction 8 Shopping Centre Bishan Place 579837
Sakae Sushi (Junction 8),"['Asian', 'Japanese']",Restaurant,#B1-20 Junction 8 Shopping Centre Bishan Place 579837
Tong Lok Kway Chap,"['Asian', 'Chinese']",Kiosk or Stall, Eng Lock Koo Coffeeshop Pasir Panjang Road 118539
Chef Kenny Western Grill,['Western'],Restaurant,#01-07 Plaza 8 @ Cbp Changi Business Park Crescent 486025
Percolate,['Western'],Cafe,#01-152B Hdb-bedok Bedok North Avenue 3 460136
Yassin Kampung (Clementi St),"['Asian', 'Halal']",Restaurant,#01-56  Clementi Street 12 120106
Baker & Cook (Opera Estate),"['Desserts', 'European', 'Snacks', 'Western']",Cafe, Opera Estate Swan Lake Avenue 455700
LeNu (Bedok Mall),"['Asian', 'Chinese', 'Taiwanese']",Restaurant,#B2-10 Bedok Mall New Upper Changi Road 467360
The Durian Story,['Desserts'],Cafe,#01-11  Serangoon North Avenue 2 550151
Inspira (Woodlands),"['Fusion', 'Japanese', 'Western']",Cafe,"#B1-01 Lobby 3, Northtech Woodlands Industrial Park E1 757716"
No Name Cheng Tng,"['Desserts', 'Singaporean']",Kiosk or Stall,  Bedok South Avenue 3 460069
Guang Seng,['Chinese'],Kiosk or Stall,#01-34 Bedok Reservoir Road Food Centre Bedok Reservoir Road 470630
Wei Ji Braised Duck,['Hokkien'],Kiosk or Stall,  Woodlands Industrial Park E5 757322
No Name Cheng Tng,"['Desserts', 'Singaporean']",Kiosk or Stall,  Bedok South Avenue 3 460069
The Chop Chop Selection,['Asian'],Restaurant,#02-01 Bedok Market Place Bedok Road 469560
Keng Lock Wan Tan Noodle,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-32 Bedok Reservoir Road Food Centre Bedok Reservoir Road 470630
Delisnacks (Bedok Reservoir Road Food Centre),"['Chinese', 'Halal', 'Snacks']",Kiosk or Stall,#01-18 Bedok Reservoir Road Food Centre Bedok Reservoir Road 470630
Don 'n' Grill,['Western'],Kiosk or Stall,Stall #11 333 Coffeeshop Bedok North Avenue 3 460136
Long Black Cafe,"['American', 'European', 'Western']",Cafe,#01-02 Centros Biopolis Way 138668
Casuarina Curry Restaurant (Casuarina Road),"['Asian', 'Halal', 'Indian', 'South Indian']",Restaurant,  Casuarina Road 579526
SBCD Korean Tofu House (Tanjong Pagar Centre),['Korean'],Restaurant,#B1-01/02 Guoco Tower Wallich Street 078884
Anjappar Authentic Chettinaad Restaurant (The Signature),"['Indian', 'Indochinese', 'North Indian', 'South Indian']",Restaurant,#02-07 The Signature Changi Business Park Central 2 486066
Stickies Bar @ Sunset Lane (Sunset Lane),"['Beer', 'Drinks', 'Western']",Bar or Pub,#01-50 Sunset Way Residence Clementi Street 12 120106
kai sushi & robatayaki,"['Asian', 'Japanese']",Restaurant,#04-68 Blair Plain Conservation Area Kampong Bahru Road 169347
fRoZ BAKERY (Bedok),['Western'],Cafe,#01-02  Bedok North Street 2 460128
Tang Tea House (Changi Village),"['Chinese', 'Dim Sum', 'Halal']",Restaurant,-  Lorong Bekukong 499173
Jing Long Seafood Restaurant,"['Asian', 'Chinese']",Restaurant,#01-152  Bedok North Avenue 2 460412
Xiao Long Kan Hotpot (Bedok),"['Chinese', 'Sichuan', 'Steamboat']",Restaurant,#01-02/03  New Upper Changi Road 464208
Sweet Talk (Chai Chee Lane),"['Desserts', 'Fruits & Drinks', 'Local', 'Western']",Kiosk or Stall,#02-07/08  Chai Chee Lane 469028
Dallas Restaurant & Bar (Boat Quay),"['American', 'Western', 'Wine']",Bar or Pub,  Boat Quay 049820
Hua Kee Chicken Rice,"['Chinese', 'Local', 'Singaporean']",Kiosk or Stall,#01-72 Redhill Food Centre Redhill Lane 150085
Nature Vegetarian Delights (Bukit Purmei),"['Chinese', 'European', 'Japanese', 'Vegetarian', 'Western']",Restaurant,#01-201  Bukit Purmei Road 090112
Sakae Sushi (Compass One),"['Asian', 'Japanese']",Restaurant,#04-06 Compass One Sengkang Square 545078
Sakae Sushi (TradeHub 21),"['Asian', 'Japanese']",Restaurant,#01-175/176 TradeHub 21 Boon Lay Way 609971
SG Kitchen,"['Asian', 'Halal', 'Singaporean']",Restaurant,  Bukit Batok East Avenue 4 650273
Bao Fa Traditional Food (Bukit Batok),"['Asian', 'Chinese']",Cafe,#01-285  Bukit Batok East Avenue 3 650283
Dad's Corner (Bukit Batok),"['Fusion', 'Halal', 'Western']",Restaurant,#03-04 Bukit Batok Civil Service Club Bukit Batok West Avenue 2 659206
Fu Zhen Seafood Restaurant,"['Asian', 'Chinese', 'Seafood']",Restaurant,#01-285  Bukit Batok East Ave 3 650283
Home Kitchen (Buangkok Square),"['Asian', 'Local']",Kiosk or Stall, Buangkok Square Buangkok Link 530991
@Nasi,['Local'],Cafe,#01-05 Henderson Industrial Park Henderson Road 159553
Changi Nasi Lemak,"['Local', 'Malaysian']",Kiosk or Stall,323 Hdb-bukit Batok Bukit Batok Street 33 650323
Geláre (Hillion Mall),"['Desserts', 'Halal', 'Western']",Cafe,#B1-31/32 Hillion Mall Petir Road 678278
Gyu-Kaku Japanese BBQ Restaurant (Chijmes),"['Asian', 'Japanese']",Restaurant,#01-01/02 Chijmes Victoria Street 187996
Chair Lao Ban,"['Chinese', 'Hong Kong']",Restaurant, Sembawang Hills Estate Casuarina Road 579522
Imperial Restaurant (Imperial Herbal),"['Asian', 'Beijing', 'Chinese']",Cafe,"Level 2 Four Points by Sheraton Singapore, Riverview Havelock Road 169629"
Beurre SG,['French'],Restaurant,  Bukit Pasoh Road 089837
Xiang Mei Roasted Meat Chicken Rice,"['Asian', 'Chinese']",Kiosk or Stall, S11 Food House Bukit Batok Central 650640
Home Kitchen (Sengkang Community Hospital),"['Asian', 'Local']",Kiosk or Stall, Sengkang Community Hospital Anchorvale Street 544835
Chef's Hats,"['Beer', 'Western']",Bar or Pub,#01-01A Hougang Green Shopping Mall Hougang Street 51 538719
La Forketta (Dempsey Hill),"['Italian', 'Pizza', 'Western']",Restaurant,#01-09 Dempsey Hill Dempsey Road 247697
Bukit Merah View Roasted Chicken Rice,['Chinese'],Kiosk or Stall,#01-20 Bukit Merah View Hawker Centre Bukit Merah View 151115
Char-Grill Bar (Bukit Batok),"['American', 'French', 'Italian', 'Western']",Kiosk or Stall,#01-252  Bukit Batok Street 34 650347
Heng Huat Boon Lay Boneless Duck Noodles,['Chinese'],Kiosk or Stall,#01-140 Boon Lay Place Food Village Boon Lay Place 641221
Capital Restaurant,"['Asian', 'Chinese']",Restaurant, Bukit Pasoh Conservation Area New Bridge Road 088759
Fragrance (Bukit Batok),"['Chinese', 'Snacks']",Food Retailer,#01-144 Bukit Batok Bukit Batok Street 31 650375
71 Lor Mee,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-71 Bukit Merah View Hawker Centre Bukit Merah View 151115
Charcoal Thai (321 Clementi Cinema Mall),"['Asian', 'Indochinese', 'Thai']",Restaurant,#02-08 321 Clementi Clementi Avenue 3 129905
Penguin’s Kitchen,['Thai'],Restaurant,  Opal Crescent 328404
Cheek By Jowl,"['Australian', 'Western']",Restaurant, Telok Ayer Conservation Area Boon Tat Street 069620
Melody's Kitchen (Bukit Batok),"['Asian', 'Nonya / Peranakan', 'Thai', 'Western']",Restaurant,#02-02 (Ground Floor) Prestige Centre Bukit Batok Crescent 658071
Pontian Wanton Noodles (Compass One),"['Asian', 'Chinese']",Kiosk or Stall,#B1-17 Compass One Sengkang Square 545078
Penang Delight,['Chinese'],Kiosk or Stall,#01-116 Boon Lay Place Food Village Boon Lay Place 642221
Boon Tong Kee (Balestier Road),"['Asian', 'Chinese', 'Hainanese', 'Local', 'Singaporean', 'Zi Char']",Restaurant, Balestier Balestier Road 329801
Tong Lai Eating House,['Western'],Restaurant,#01-285  Bukit Batok East Ave 3 650283
Mufiz Food Corner,"['Halal', 'Indian', 'Local', 'Malaysian', 'Thai']",Kiosk or Stall,  Bukit Batok Central 650632
Kwee Zeen,"['French', 'Western']",Restaurant,  Bukit Manis Road 099891
Srisun Prata,['Indian'],Kiosk or Stall,#01-308  Bukit Batok West Avenue 6 650132
FYR Cycene Ond Drinc,"['Drinks', 'European', 'Modern European', 'Western']",Restaurant, Telok Ayer Conservation Area Boon Tat Street 069619
Pin Xin Catering,"['Beer', 'Drinks', 'Seafood']",Restaurant, Hometeamns @ Bukit Batok Bukit Batok West Avenue 7 659003
Westlake (Queen's Road),"['Asian', 'Chinese', 'Hokkien', 'Local', 'Singaporean']",Restaurant,#02-139  Queen's Road 260004
Fatty Weng (Bukit Batok),['Chinese'],Hawker,#01-78  Bukit Batok East Avenue 4 650273
Teck Hin Congee,['Chinese'],Kiosk or Stall,#01-32 Ghim Moh Road Market & Cooked Food Centre Ghim Moh Road 270020
Streats (Bukit Panjang Plaza),"['Halal', 'Hong Kong']",Cafe,#02-17 Bukit Panjang Plaza Jelebu Road 677743
KFC (Sengkang),"['Halal', 'Western']",Fast Food Place,#01-31 Sengkang New Town Rivervale Drive 540118
Blu Kouzina,"['European', 'Greek', 'Mediterranean', 'Western']",Restaurant,#01-21 Dempsey Hill Dempsey Road 247700
The Salad Shop,['Western'],Cafe,#01-20 UOB Plaza 2 Bonham Street 049782
Heavenly Wang (Rivervale Plaza),"['Drinks', 'Halal', 'Local']",Cafe,#01-38 Rivervale Plaza Rivervale Drive 540118
Rophe,"['Asian', 'Desserts', 'Drinks', 'European', 'Western']",Restaurant,#01-215  Bukit Batok Street 21 650213
Boon Hiang Fishball Tung Hoon,['Chinese'],Kiosk or Stall,#01-51 Haig Road Cooked Food Centre Haig Road 430014
Ming Li Economy Rice,"['Asian', 'Chinese', 'Local', 'Singaporean']",Kiosk or Stall,#01-365 217 Eating House Bukit Batok Street 21 650217
1345 Mookata,"['Asian', 'Barbecue', 'Indochinese', 'Steamboat', 'Thai']",Restaurant,#01-01 The Elitist Bukit Batok Crescent 658066
Maya Mohan Hot & Cool Drinks,"['Asian', 'Fruits & Drinks', 'Local', 'Snacks']",Kiosk or Stall,#01-264 Tekka Market and Food Centre Buffalo Road 210665
Pin Xin Catering,"['Beer', 'Drinks', 'Seafood']",Restaurant, Hometeamns @ Bukit Batok Bukit Batok West Avenue 7 659003
Yao Heng Cooked Food,"['Asian', 'Chinese', 'Snacks']",Kiosk or Stall,#01-101 Boon Lay Place Food Village Boon Lay Place 642221
The Grumpy Bear (SAFRA Jurong),"['Desserts', 'Snacks', 'Steak and Grills', 'Western']",Cafe,#01-00 SAFRA Jurong Boon Lay Way 649848
Happy Duck (Bukit Merah),['Chinese'],Kiosk or Stall,#01-283 Bukit Merah View Market and Food Centre Bukit Merah View 151115
Wo Peng Cuisine (Bukit Batok),"['Cantonese', 'Chinese']",Restaurant,#01-01 The Splendour Bukit Batok Crescent 658070
Picotin Express (Bukit Timah),"['European', 'Italian', 'Western']",Restaurant,  Fairways Drive 286966
Geláre (Hillion Mall),"['Desserts', 'Halal', 'Western']",Cafe,#B1-31/32 Hillion Mall Petir Road 678278
Heng Kee Duck Rice,['Singaporean'],Restaurant, Gombak Place Bukit Batok East Avenue 3 650283
Whampoa Food Street Fish Head Steamboat - Rangoon Road (Queen of Wok) (Rangoon Rd),"['Asian', 'Chinese', 'Local', 'Singaporean', 'Steamboat']",Restaurant,  Rangoon Road 218396
Arnold's Fried Chicken (Hougang Green Shopping Mall),"['Halal', 'Western']",Fast Food Place,#01-49 Hougang Green Shopping Mall Hougang Street 51 538719
Fong Sheng Cooked Food,"['Chinese', 'Singaporean']",Kiosk or Stall,#02-13 Bukit Merah Central Food Centre Bukit Merah Central 150163
Soon Kee Fried Hokkien Prawn Noodle,['Chinese'],Kiosk or Stall,#01-322 Li Soon Eating House Bukit Batok Street 11 650155
Tamako Meal (Sembawang Hills Estate),"['Asian', 'Japanese']",Restaurant, Sembawang Hills Estate Casuarina Road 579516
Moss,['Malaysian'],Kiosk or Stall,  Boon Leat Terrace 119866
Soon Lee (Clementi Avenue 3),"['Chinese', 'Snacks']",Kiosk or Stall,#01-26 Clementi Avenue 3 Clementi Avenue 3 120448
Sin Tong Nam Confectionery,"['Singaporean', 'Snacks']",Confectionery or Bakery,#01-143 Bukit Purmei Ville Bukit Purmei Road 090109
Bukit Timah Fried Black and White Carrot Cake,"['Chinese', 'Snacks']",Kiosk or Stall,#01-10 Blk 505 Jurong West Food Centre Jurong West Street 52 640505
Heng Huat Boon Lay Boneless Duck Noodles,['Chinese'],Kiosk or Stall,#01-140 Boon Lay Place Food Village Boon Lay Place 641221
A.S.Sarabat Stall,"['Indian', 'Snacks']",Kiosk or Stall,#01-230 Tekka Market and Food Centre Buffalo Road 210665
Seoul Shiok(Bukit Batok),"['Asian', 'Korean']",Kiosk or Stall,01-605 Guilin Breeze Bukit Batok Street 52 Sin Eating House 650537
Cai Chuan Tou Mutton Soup,"['Chinese', 'Local']",Kiosk or Stall,#01-51 Bukit Merah View Hawker Centre Bukit Merah View 151115
The Garden,"['Mediterranean', 'Western']",Restaurant,  Bukit Manis Road Sentosa 099891
Sky22,"['Asian', 'International', 'Singaporean']",Restaurant,Level 22 Courtyard by Marriott Singapore Novena Irrawaddy Road 329568
Le Xiao Chu (Tradehub),"['Asian', 'Chinese']",Restaurant,#01-98 Tradehub 21 Boon Lay Way 609967
Seletar Hill's Roasted Meat & Chicken Rice,"['Asian', 'Chinese', 'Local']",Kiosk or Stall,#01-30 Whampoa Drive Makan Place Block 91 Whampoa Drive 320091
Tong Lai Eating House,['Western'],Restaurant,#01-285  Bukit Batok East Ave 3 650283
Ming Li Economy Rice,"['Asian', 'Chinese', 'Local', 'Singaporean']",Kiosk or Stall,#01-365 217 Eating House Bukit Batok Street 21 650217
Seoul Shiok(Bukit Batok),"['Asian', 'Korean']",Kiosk or Stall,01-605 Guilin Breeze Bukit Batok Street 52 Sin Eating House 650537
Baja Fresh Mexican Grill (Rendezvous Gallery),"['Latin American', 'Mexican']",Restaurant,#01-03 Rendezvous Gallery Bras Basah Road 189559
Welcome Fruit Veggies Juices & Drinks,"['Fruits & Drinks', 'Juices']",Kiosk or Stall,#01-136 Boon Lay Place Food Village Boon Lay Place 642221
Chong Pang Heng,"['Chinese', 'Singaporean']",Kiosk or Stall,#01-98 Boon Lay Place Food Village Boon Lay Place 640221
Fish Soup. Fried Fish Soup. Seafood Soup. Mized Pig’s Organ Soup,"['Local', 'Seafood']",Kiosk or Stall,#01-230 Hdb-bukit Merah Bukit Merah Lane 1 150127
Majestic Bar,['Drinks'],Bar or Pub, Bukit Pasoh Conservation Area Bukit Pasoh Road 089855
